Time;Actual Temperature;Heat Flow to Composite
minutes;\+(o)C;W/g
345.47;147.22;0.05005
345.47;147.21;0.05005
345.47;147.21;0.05005
345.47;147.2;0.05005
345.47;147.2;0.05005
345.48;147.19;0.05005
345.48;147.18;0.05005
345.48;147.18;0.05005
345.48;147.17;0.05005
345.48;147.17;0.05005
345.48;147.16;0.05005
345.48;147.15;0.05005
345.49;147.15;0.05006
345.49;147.14;0.05006
345.49;147.14;0.05006
345.49;147.13;0.05006
345.49;147.13;0.05006
345.49;147.12;0.05006
345.5;147.11;0.05006
345.5;147.11;0.05006
345.5;147.1;0.05006
345.5;147.1;0.05006
345.5;147.09;0.05005
345.51;147.08;0.05005
345.51;147.08;0.05005
345.51;147.07;0.05005
345.51;147.07;0.05005
345.51;147.06;0.05005
345.51;147.05;0.05005
345.52;147.05;0.05005
345.52;147.04;0.05005
345.52;147.04;0.05005
345.52;147.03;0.05006
345.52;147.02;0.05006
345.52;147.02;0.05006
345.53;147.02;0.05006
345.53;147.01;0.05006
345.53;147;0.05006
345.53;147;0.05006
345.53;146.99;0.05006
345.53;146.99;0.05006
345.53;146.98;0.05005
345.54;146.97;0.05005
345.54;146.97;0.05005
345.54;146.96;0.05004
345.54;146.96;0.05004
345.54;146.95;0.05004
345.54;146.95;0.05004
345.55;146.94;0.05004
345.55;146.93;0.05004
345.55;146.93;0.05004
345.55;146.92;0.05004
345.55;146.92;0.05004
345.56;146.91;0.05004
345.56;146.9;0.05003
345.56;146.9;0.05003
345.56;146.89;0.05003
345.56;146.89;0.05003
345.56;146.88;0.05003
345.57;146.87;0.05003
345.57;146.87;0.05003
345.57;146.86;0.05003
345.57;146.86;0.05003
345.57;146.85;0.05003
345.57;146.85;0.05003
345.58;146.84;0.05003
345.58;146.83;0.05002
345.58;146.83;0.05002
345.58;146.82;0.05002
345.58;146.82;0.05001
345.58;146.81;0.05001
345.58;146.8;0.05001
345.59;146.8;0.05
345.59;146.79;0.05
345.59;146.79;0.05
345.59;146.78;0.05
345.59;146.78;0.05
345.59;146.77;0.05
345.6;146.76;0.05
345.6;146.76;0.05
345.6;146.75;0.04999
345.6;146.75;0.04999
345.6;146.74;0.04999
345.61;146.73;0.04999
345.61;146.73;0.04999
345.61;146.72;0.04999
345.61;146.72;0.04999
345.61;146.71;0.04999
345.61;146.7;0.04999
345.62;146.7;0.04999
345.62;146.69;0.04999
345.62;146.69;0.04998
345.62;146.68;0.04998
345.62;146.68;0.04998
345.62;146.67;0.04998
345.63;146.66;0.04998
345.63;146.66;0.04998
345.63;146.65;0.04998
345.63;146.65;0.04998
345.63;146.64;0.04997
345.63;146.64;0.04997
345.63;146.63;0.04997
345.64;146.62;0.04997
345.64;146.62;0.04998
345.64;146.61;0.04998
345.64;146.61;0.04998
345.64;146.6;0.04998
345.64;146.59;0.04998
345.65;146.59;0.04998
345.65;146.58;0.04998
345.65;146.58;0.04997
345.65;146.57;0.04997
345.65;146.57;0.04997
345.66;146.56;0.04997
345.66;146.55;0.04996
345.66;146.55;0.04996
345.66;146.54;0.04996
345.66;146.54;0.04996
345.66;146.53;0.04996
345.67;146.52;0.04996
345.67;146.52;0.04996
345.67;146.51;0.04996
345.67;146.51;0.04996
345.67;146.5;0.04996
345.67;146.5;0.04996
345.68;146.49;0.04995
345.68;146.48;0.04995
345.68;146.48;0.04995
345.68;146.47;0.04995
345.68;146.47;0.04995
345.68;146.46;0.04995
345.68;146.45;0.04994
345.69;146.45;0.04994
345.69;146.44;0.04994
345.69;146.44;0.04994
345.69;146.43;0.04994
345.69;146.43;0.04993
345.69;146.42;0.04993
345.7;146.41;0.04993
345.7;146.41;0.04993
345.7;146.4;0.04993
345.7;146.4;0.04993
345.7;146.39;0.04993
345.71;146.38;0.04993
345.71;146.38;0.04992
345.71;146.37;0.04992
345.71;146.37;0.04992
345.71;146.36;0.04992
345.71;146.36;0.04992
345.72;146.35;0.04992
345.72;146.34;0.04991
345.72;146.34;0.04991
345.72;146.33;0.04991
345.72;146.33;0.04991
345.72;146.32;0.0499
345.73;146.32;0.0499
345.73;146.31;0.0499
345.73;146.3;0.0499
345.73;146.3;0.0499
345.73;146.29;0.0499
345.73;146.29;0.0499
345.73;146.28;0.0499
345.74;146.27;0.0499
345.74;146.27;0.0499
345.74;146.26;0.0499
345.74;146.26;0.04989
345.74;146.25;0.04989
345.74;146.24;0.04989
345.75;146.24;0.04989
345.75;146.23;0.04988
345.75;146.23;0.04988
345.75;146.22;0.04988
345.75;146.22;0.04988
345.76;146.21;0.04988
345.76;146.2;0.04988
345.76;146.2;0.04988
345.76;146.19;0.04987
345.76;146.19;0.04987
345.76;146.18;0.04987
345.77;146.18;0.04987
345.77;146.17;0.04987
345.77;146.16;0.04987
345.77;146.16;0.04987
345.77;146.15;0.04987
345.77;146.15;0.04987
345.78;146.14;0.04987
345.78;146.14;0.04987
345.78;146.13;0.04987
345.78;146.12;0.04987
345.78;146.12;0.04987
345.78;146.11;0.04986
345.78;146.1;0.04986
345.79;146.1;0.04986
345.79;146.09;0.04986
345.79;146.09;0.04986
345.79;146.08;0.04986
345.79;146.08;0.04986
345.79;146.07;0.04986
345.8;146.06;0.04986
345.8;146.06;0.04986
345.8;146.05;0.04986
345.8;146.05;0.04985
345.8;146.04;0.04985
345.81;146.03;0.04985
345.81;146.03;0.04985
345.81;146.02;0.04985
345.81;146.02;0.04984
345.81;146.01;0.04984
345.81;146;0.04984
345.82;146;0.04984
345.82;145.99;0.04984
345.82;145.99;0.04984
345.82;145.98;0.04983
345.82;145.98;0.04983
345.82;145.97;0.04983
345.83;145.97;0.04983
345.83;145.96;0.04983
345.83;145.95;0.04982
345.83;145.95;0.04982
345.83;145.94;0.04982
345.83;145.94;0.04982
345.83;145.93;0.04982
345.84;145.93;0.04982
345.84;145.92;0.04982
345.84;145.91;0.04982
345.84;145.91;0.04981
345.84;145.9;0.04981
345.84;145.9;0.04981
345.85;145.89;0.04981
345.85;145.88;0.04981
345.85;145.88;0.04981
345.85;145.87;0.04981
345.85;145.87;0.04981
345.86;145.86;0.04982
345.86;145.85;0.04982
345.86;145.85;0.04981
345.86;145.84;0.04981
345.86;145.84;0.04981
345.86;145.83;0.04981
345.87;145.82;0.0498
345.87;145.82;0.0498
345.87;145.81;0.0498
345.87;145.81;0.0498
345.87;145.8;0.04979
345.87;145.8;0.04979
345.88;145.79;0.04979
345.88;145.78;0.04979
345.88;145.78;0.04979
345.88;145.77;0.0498
345.88;145.77;0.0498
345.88;145.76;0.0498
345.88;145.76;0.04979
345.89;145.75;0.04979
345.89;145.74;0.04979
345.89;145.74;0.04978
345.89;145.73;0.04978
345.89;145.72;0.04978
345.89;145.72;0.04978
345.9;145.71;0.04978
345.9;145.71;0.04978
345.9;145.7;0.04977
345.9;145.7;0.04977
345.9;145.69;0.04977
345.91;145.69;0.04977
345.91;145.68;0.04977
345.91;145.67;0.04976
345.91;145.67;0.04976
345.91;145.66;0.04976
345.91;145.66;0.04976
345.92;145.65;0.04975
345.92;145.64;0.04975
345.92;145.64;0.04975
345.92;145.63;0.04975
345.92;145.63;0.04975
345.92;145.62;0.04975
345.93;145.62;0.04975
345.93;145.61;0.04974
345.93;145.6;0.04974
345.93;145.6;0.04974
345.93;145.59;0.04974
345.93;145.59;0.04974
345.93;145.58;0.04974
345.94;145.57;0.04974
345.94;145.57;0.04974
345.94;145.56;0.04973
345.94;145.56;0.04973
345.94;145.55;0.04973
345.94;145.54;0.04973
345.95;145.54;0.04973
345.95;145.53;0.04973
345.95;145.53;0.04973
345.95;145.52;0.04973
345.95;145.52;0.04973
345.96;145.51;0.04973
345.96;145.5;0.04973
345.96;145.5;0.04973
345.96;145.49;0.04973
345.96;145.49;0.04973
345.96;145.48;0.04973
345.97;145.48;0.04973
345.97;145.47;0.04972
345.97;145.46;0.04972
345.97;145.46;0.04972
345.97;145.45;0.04972
345.97;145.45;0.04972
345.98;145.44;0.04972
345.98;145.43;0.04972
345.98;145.43;0.04972
345.98;145.42;0.04971
345.98;145.42;0.04971
345.98;145.41;0.04971
345.98;145.41;0.04971
345.99;145.4;0.04971
345.99;145.39;0.04971
345.99;145.39;0.0497
345.99;145.38;0.0497
345.99;145.38;0.0497
345.99;145.37;0.0497
346;145.36;0.04969
346;145.36;0.04969
346;145.35;0.04969
346;145.35;0.04969
346;145.34;0.04969
346.01;145.33;0.04969
346.01;145.33;0.04969
346.01;145.32;0.04969
346.01;145.32;0.04969
346.01;145.31;0.04969
346.01;145.31;0.04969
346.02;145.3;0.04969
346.02;145.29;0.04969
346.02;145.29;0.04969
346.02;145.28;0.04969
346.02;145.28;0.04969
346.02;145.27;0.04969
346.03;145.26;0.04969
346.03;145.26;0.04969
346.03;145.25;0.04969
346.03;145.25;0.04969
346.03;145.24;0.04968
346.03;145.24;0.04968
346.03;145.23;0.04968
346.04;145.22;0.04968
346.04;145.22;0.04968
346.04;145.21;0.04968
346.04;145.21;0.04968
346.04;145.2;0.04967
346.04;145.19;0.04967
346.05;145.19;0.04967
346.05;145.18;0.04967
346.05;145.18;0.04967
346.05;145.17;0.04967
346.05;145.17;0.04967
346.06;145.16;0.04967
346.06;145.15;0.04967
346.06;145.15;0.04967
346.06;145.14;0.04966
346.06;145.14;0.04966
346.06;145.13;0.04966
346.07;145.13;0.04965
346.07;145.12;0.04965
346.07;145.11;0.04965
346.07;145.11;0.04965
346.07;145.1;0.04965
346.07;145.09;0.04965
346.08;145.09;0.04965
346.08;145.08;0.04965
346.08;145.08;0.04965
346.08;145.07;0.04964
346.08;145.07;0.04964
346.08;145.06;0.04964
346.08;145.05;0.04964
346.09;145.05;0.04964
346.09;145.04;0.04964
346.09;145.04;0.04964
346.09;145.03;0.04964
346.09;145.03;0.04963
346.09;145.02;0.04963
346.1;145.01;0.04963
346.1;145.01;0.04963
346.1;145;0.04963
346.1;145;0.04963
346.1;144.99;0.04963
346.11;144.99;0.04963
346.11;144.98;0.04963
346.11;144.97;0.04963
346.11;144.97;0.04963
346.11;144.96;0.04963
346.11;144.96;0.04963
346.12;144.95;0.04963
346.12;144.94;0.04963
346.12;144.94;0.04962
346.12;144.93;0.04962
346.12;144.93;0.04962
346.12;144.92;0.04962
346.13;144.91;0.04961
346.13;144.91;0.04961
346.13;144.9;0.04961
346.13;144.9;0.04961
346.13;144.89;0.04961
346.13;144.89;0.04961
346.13;144.88;0.04961
346.14;144.88;0.04961
346.14;144.87;0.04961
346.14;144.86;0.04961
346.14;144.86;0.04961
346.14;144.85;0.04961
346.14;144.85;0.04961
346.15;144.84;0.04961
346.15;144.83;0.04961
346.15;144.83;0.04961
346.15;144.82;0.04961
346.15;144.82;0.04961
346.16;144.81;0.04961
346.16;144.81;0.04961
346.16;144.8;0.04961
346.16;144.79;0.04961
346.16;144.79;0.04961
346.16;144.78;0.04961
346.17;144.78;0.04961
346.17;144.77;0.0496
346.17;144.76;0.0496
346.17;144.76;0.0496
346.17;144.75;0.0496
346.17;144.75;0.04959
346.18;144.74;0.04959
346.18;144.73;0.04959
346.18;144.73;0.04959
346.18;144.72;0.04959
346.18;144.72;0.04959
346.18;144.71;0.04959
346.18;144.71;0.04959
346.19;144.7;0.04959
346.19;144.69;0.04959
346.19;144.69;0.04959
346.19;144.68;0.04958
346.19;144.68;0.04958
346.19;144.67;0.04958
346.2;144.66;0.04958
346.2;144.66;0.04957
346.2;144.65;0.04957
346.2;144.65;0.04957
346.2;144.64;0.04957
346.21;144.63;0.04957
346.21;144.63;0.04957
346.21;144.62;0.04956
346.21;144.62;0.04956
346.21;144.61;0.04956
346.21;144.61;0.04956
346.22;144.6;0.04956
346.22;144.59;0.04956
346.22;144.59;0.04956
346.22;144.58;0.04956
346.22;144.58;0.04956
346.22;144.57;0.04956
346.23;144.57;0.04956
346.23;144.56;0.04956
346.23;144.55;0.04956
346.23;144.55;0.04956
346.23;144.54;0.04956
346.23;144.54;0.04956
346.23;144.53;0.04956
346.24;144.52;0.04956
346.24;144.52;0.04956
346.24;144.51;0.04956
346.24;144.51;0.04956
346.24;144.5;0.04956
346.24;144.49;0.04956
346.25;144.49;0.04956
346.25;144.48;0.04956
346.25;144.48;0.04956
346.25;144.47;0.04956
346.25;144.47;0.04956
346.26;144.46;0.04956
346.26;144.45;0.04956
346.26;144.45;0.04956
346.26;144.44;0.04956
346.26;144.44;0.04956
346.26;144.43;0.04956
346.27;144.43;0.04955
346.27;144.42;0.04955
346.27;144.41;0.04955
346.27;144.41;0.04955
346.27;144.4;0.04955
346.27;144.4;0.04954
346.28;144.39;0.04954
346.28;144.38;0.04954
346.28;144.38;0.04954
346.28;144.37;0.04954
346.28;144.37;0.04954
346.28;144.36;0.04954
346.28;144.35;0.04954
346.29;144.35;0.04954
346.29;144.34;0.04953
346.29;144.34;0.04953
346.29;144.33;0.04953
346.29;144.33;0.04952
346.29;144.32;0.04952
346.3;144.31;0.04952
346.3;144.31;0.04952
346.3;144.3;0.04952
346.3;144.3;0.04952
346.3;144.29;0.04952
346.31;144.29;0.04952
346.31;144.28;0.04952
346.31;144.27;0.04952
346.31;144.27;0.04952
346.31;144.26;0.04952
346.31;144.26;0.04952
346.32;144.25;0.04952
346.32;144.24;0.04952
346.32;144.24;0.04952
346.32;144.23;0.04952
346.32;144.23;0.04951
346.32;144.22;0.04951
346.33;144.22;0.04951
346.33;144.21;0.04951
346.33;144.2;0.04951
346.33;144.2;0.04951
346.33;144.19;0.04951
346.33;144.19;0.04951
346.33;144.18;0.04951
346.34;144.17;0.0495
346.34;144.17;0.0495
346.34;144.16;0.04951
346.34;144.16;0.04951
346.34;144.15;0.04951
346.34;144.14;0.04951
346.35;144.14;0.04951
346.35;144.13;0.04951
346.35;144.13;0.0495
346.35;144.12;0.0495
346.35;144.12;0.0495
346.36;144.11;0.0495
346.36;144.1;0.04949
346.36;144.1;0.04949
346.36;144.09;0.04949
346.36;144.09;0.04949
346.36;144.08;0.04949
346.37;144.07;0.04949
346.37;144.07;0.04949
346.37;144.06;0.04949
346.37;144.06;0.04949
346.37;144.05;0.04949
346.37;144.05;0.04949
346.38;144.04;0.04949
346.38;144.03;0.04949
346.38;144.03;0.04949
346.38;144.02;0.04949
346.38;144.02;0.04949
346.38;144.01;0.04949
346.38;144.01;0.04949
346.39;144;0.04949
346.39;143.99;0.04949
346.39;143.99;0.04949
346.39;143.98;0.04949
346.39;143.98;0.04949
346.39;143.97;0.04948
346.4;143.96;0.04948
346.4;143.96;0.04948
346.4;143.95;0.04948
346.4;143.95;0.04947
346.4;143.94;0.04947
346.41;143.93;0.04947
346.41;143.93;0.04947
346.41;143.92;0.04947
346.41;143.92;0.04947
346.41;143.91;0.04947
346.41;143.91;0.04947
346.42;143.9;0.04947
346.42;143.89;0.04947
346.42;143.89;0.04947
346.42;143.88;0.04947
346.42;143.88;0.04946
346.42;143.87;0.04946
346.43;143.87;0.04946
346.43;143.86;0.04946
346.43;143.85;0.04946
346.43;143.85;0.04946
346.43;143.84;0.04946
346.43;143.84;0.04946
346.43;143.83;0.04946
346.44;143.82;0.04946
346.44;143.82;0.04946
346.44;143.81;0.04946
346.44;143.81;0.04945
346.44;143.8;0.04945
346.44;143.8;0.04945
346.45;143.79;0.04945
346.45;143.78;0.04945
346.45;143.78;0.04945
346.45;143.77;0.04944
346.45;143.77;0.04944
346.46;143.76;0.04944
346.46;143.75;0.04944
346.46;143.75;0.04944
346.46;143.74;0.04944
346.46;143.74;0.04944
346.46;143.73;0.04944
346.47;143.72;0.04944
346.47;143.72;0.04944
346.47;143.71;0.04944
346.47;143.71;0.04944
346.47;143.7;0.04944
346.47;143.7;0.04944
346.48;143.69;0.04944
346.48;143.68;0.04944
346.48;143.68;0.04944
346.48;143.67;0.04944
346.48;143.67;0.04944
346.48;143.66;0.04944
346.48;143.65;0.04944
346.49;143.65;0.04944
346.49;143.64;0.04944
346.49;143.64;0.04944
346.49;143.63;0.04944
346.49;143.63;0.04944
346.49;143.62;0.04943
346.5;143.61;0.04943
346.5;143.61;0.04943
346.5;143.6;0.04943
346.5;143.6;0.04943
346.5;143.59;0.04943
346.51;143.58;0.04943
346.51;143.58;0.04943
346.51;143.57;0.04943
346.51;143.57;0.04943
346.51;143.56;0.04943
346.51;143.56;0.04943
346.52;143.55;0.04943
346.52;143.54;0.04943
346.52;143.54;0.04942
346.52;143.53;0.04942
346.52;143.53;0.04942
346.52;143.52;0.04941
346.53;143.52;0.04941
346.53;143.51;0.04941
346.53;143.5;0.04941
346.53;143.5;0.0494
346.53;143.49;0.0494
346.53;143.49;0.0494
346.53;143.48;0.0494
346.54;143.47;0.0494
346.54;143.47;0.0494
346.54;143.46;0.0494
346.54;143.46;0.0494
346.54;143.45;0.0494
346.54;143.44;0.0494
346.55;143.44;0.0494
346.55;143.43;0.0494
346.55;143.43;0.0494
346.55;143.42;0.0494
346.55;143.42;0.0494
346.56;143.41;0.0494
346.56;143.4;0.04939
346.56;143.4;0.04939
346.56;143.39;0.04939
346.56;143.39;0.04939
346.56;143.38;0.04939
346.57;143.38;0.04938
346.57;143.37;0.04938
346.57;143.36;0.04938
346.57;143.36;0.04938
346.57;143.35;0.04938
346.57;143.35;0.04938
346.58;143.34;0.04938
346.58;143.34;0.04938
346.58;143.33;0.04938
346.58;143.32;0.04938
346.58;143.32;0.04938
346.58;143.31;0.04938
346.58;143.31;0.04938
346.59;143.3;0.04938
346.59;143.29;0.04938
346.59;143.29;0.04937
346.59;143.28;0.04937
346.59;143.28;0.04937
346.59;143.27;0.04937
346.6;143.26;0.04937
346.6;143.26;0.04937
346.6;143.25;0.04937
346.6;143.25;0.04937
346.6;143.24;0.04937
346.61;143.23;0.04936
346.61;143.23;0.04936
346.61;143.22;0.04936
346.61;143.22;0.04936
346.61;143.21;0.04936
346.61;143.21;0.04936
346.62;143.2;0.04936
346.62;143.19;0.04936
346.62;143.19;0.04936
346.62;143.18;0.04937
346.62;143.18;0.04937
346.62;143.17;0.04936
346.63;143.17;0.04936
346.63;143.16;0.04936
346.63;143.15;0.04936
346.63;143.15;0.04936
346.63;143.14;0.04936
346.63;143.14;0.04935
346.63;143.13;0.04935
346.64;143.12;0.04935
346.64;143.12;0.04935
346.64;143.11;0.04935
346.64;143.11;0.04935
346.64;143.1;0.04935
346.64;143.09;0.04935
346.65;143.09;0.04935
346.65;143.08;0.04935
346.65;143.08;0.04935
346.65;143.07;0.04935
346.65;143.07;0.04935
346.66;143.06;0.04935
346.66;143.05;0.04935
346.66;143.05;0.04935
346.66;143.04;0.04935
346.66;143.04;0.04935
346.66;143.03;0.04935
346.67;143.02;0.04935
346.67;143.02;0.04934
346.67;143.01;0.04934
346.67;143.01;0.04934
346.67;143;0.04934
346.67;143;0.04934
346.68;142.99;0.04934
346.68;142.99;0.04933
346.68;142.98;0.04933
346.68;142.97;0.04933
346.68;142.97;0.04933
346.68;142.96;0.04933
346.68;142.96;0.04933
346.69;142.95;0.04933
346.69;142.94;0.04932
346.69;142.94;0.04932
346.69;142.93;0.04932
346.69;142.93;0.04932
346.69;142.92;0.04931
346.7;142.91;0.04931
346.7;142.91;0.04931
346.7;142.9;0.04931
346.7;142.9;0.04931
346.7;142.89;0.04931
346.71;142.89;0.04931
346.71;142.88;0.04931
346.71;142.87;0.04931
346.71;142.87;0.04931
346.71;142.86;0.04931
346.71;142.86;0.0493
346.72;142.85;0.0493
346.72;142.85;0.0493
346.72;142.84;0.0493
346.72;142.83;0.0493
346.72;142.83;0.0493
346.72;142.82;0.0493
346.73;142.82;0.0493
346.73;142.81;0.0493
346.73;142.8;0.0493
346.73;142.8;0.0493
346.73;142.79;0.0493
346.73;142.79;0.0493
346.73;142.78;0.0493
346.74;142.78;0.0493
346.74;142.77;0.0493
346.74;142.76;0.0493
346.74;142.76;0.0493
346.74;142.75;0.04929
346.74;142.75;0.04929
346.75;142.74;0.04929
346.75;142.73;0.04929
346.75;142.73;0.04929
346.75;142.72;0.04929
346.75;142.72;0.04929
346.76;142.71;0.04929
346.76;142.71;0.04929
346.76;142.7;0.04929
346.76;142.69;0.04928
346.76;142.69;0.04928
346.76;142.68;0.04928
346.77;142.68;0.04928
346.77;142.67;0.04928
346.77;142.66;0.04928
346.77;142.66;0.04928
346.77;142.65;0.04928
346.77;142.65;0.04928
346.78;142.64;0.04927
346.78;142.63;0.04927
346.78;142.63;0.04927
346.78;142.62;0.04927
346.78;142.62;0.04927
346.78;142.61;0.04926
346.78;142.61;0.04926
346.79;142.6;0.04926
346.79;142.59;0.04926
346.79;142.59;0.04926
346.79;142.58;0.04926
346.79;142.58;0.04926
346.79;142.57;0.04926
346.8;142.56;0.04926
346.8;142.56;0.04926
346.8;142.55;0.04926
346.8;142.55;0.04925
346.8;142.54;0.04925
346.81;142.54;0.04925
346.81;142.53;0.04925
346.81;142.52;0.04925
346.81;142.52;0.04925
346.81;142.51;0.04925
346.81;142.51;0.04924
346.82;142.5;0.04924
346.82;142.49;0.04924
346.82;142.49;0.04924
346.82;142.48;0.04924
346.82;142.48;0.04924
346.82;142.47;0.04923
346.83;142.47;0.04923
346.83;142.46;0.04923
346.83;142.45;0.04923
346.83;142.45;0.04923
346.83;142.44;0.04923
346.83;142.44;0.04923
346.83;142.43;0.04923
346.84;142.42;0.04923
346.84;142.42;0.04923
346.84;142.41;0.04923
346.84;142.41;0.04923
346.84;142.4;0.04923
346.84;142.39;0.04923
346.85;142.39;0.04923
346.85;142.38;0.04923
346.85;142.38;0.04923
346.85;142.37;0.04923
346.85;142.37;0.04923
346.86;142.36;0.04923
346.86;142.35;0.04923
346.86;142.35;0.04923
346.86;142.34;0.04922
346.86;142.34;0.04922
346.86;142.33;0.04922
346.87;142.32;0.04923
346.87;142.32;0.04923
346.87;142.31;0.04923
346.87;142.31;0.04923
346.87;142.3;0.04923
346.87;142.3;0.04923
346.88;142.29;0.04923
346.88;142.29;0.04923
346.88;142.28;0.04923
346.88;142.27;0.04923
346.88;142.27;0.04923
346.88;142.26;0.04923
346.88;142.26;0.04923
346.89;142.25;0.04922
346.89;142.24;0.04922
346.89;142.24;0.04922
346.89;142.23;0.04922
346.89;142.23;0.04922
346.89;142.22;0.04922
346.9;142.22;0.04922
346.9;142.21;0.04922
346.9;142.2;0.04921
346.9;142.2;0.04921
346.9;142.19;0.04921
346.91;142.19;0.04921
346.91;142.18;0.04921
346.91;142.17;0.04921
346.91;142.17;0.04921
346.91;142.16;0.04921
346.91;142.16;0.04921
346.92;142.15;0.04921
346.92;142.14;0.04921
346.92;142.14;0.04921
346.92;142.13;0.04921
346.92;142.13;0.04921
346.92;142.12;0.0492
346.93;142.12;0.0492
346.93;142.11;0.0492
346.93;142.1;0.0492
346.93;142.1;0.0492
346.93;142.09;0.0492
346.93;142.09;0.0492
346.93;142.08;0.0492
346.94;142.08;0.04919
346.94;142.07;0.04919
346.94;142.06;0.04919
346.94;142.06;0.0492
346.94;142.05;0.0492
346.94;142.05;0.0492
346.95;142.04;0.0492
346.95;142.03;0.04919
346.95;142.03;0.04919
346.95;142.02;0.04919
346.95;142.02;0.04919
346.96;142.01;0.04919
346.96;142;0.04919
346.96;142;0.04918
346.96;141.99;0.04918
346.96;141.99;0.04918
346.96;141.98;0.04917
346.97;141.98;0.04917
346.97;141.97;0.04917
346.97;141.96;0.04917
346.97;141.96;0.04917
346.97;141.95;0.04917
346.97;141.95;0.04917
346.98;141.94;0.04917
346.98;141.94;0.04917
346.98;141.93;0.04916
346.98;141.92;0.04916
346.98;141.92;0.04916
346.98;141.91;0.04916
346.98;141.91;0.04916
346.99;141.9;0.04916
346.99;141.89;0.04916
346.99;141.89;0.04915
346.99;141.88;0.04915
346.99;141.88;0.04915
346.99;141.87;0.04915
347;141.87;0.04915
347;141.86;0.04915
347;141.85;0.04915
347;141.85;0.04915
347;141.84;0.04915
347.01;141.84;0.04915
347.01;141.83;0.04915
347.01;141.82;0.04915
347.01;141.82;0.04914
347.01;141.81;0.04914
347.01;141.81;0.04914
347.02;141.8;0.04914
347.02;141.79;0.04914
347.02;141.79;0.04914
347.02;141.78;0.04913
347.02;141.78;0.04913
347.02;141.77;0.04913
347.03;141.77;0.04913
347.03;141.76;0.04913
347.03;141.75;0.04913
347.03;141.75;0.04913
347.03;141.74;0.04912
347.03;141.74;0.04912
347.03;141.73;0.04912
347.04;141.72;0.04912
347.04;141.72;0.04911
347.04;141.71;0.04911
347.04;141.71;0.04911
347.04;141.7;0.04911
347.04;141.7;0.04911
347.05;141.69;0.04911
347.05;141.68;0.0491
347.05;141.68;0.0491
347.05;141.67;0.0491
347.05;141.67;0.0491
347.06;141.66;0.0491
347.06;141.65;0.0491
347.06;141.65;0.0491
347.06;141.64;0.0491
347.06;141.64;0.0491
347.06;141.63;0.04909
347.07;141.63;0.04909
347.07;141.62;0.04909
347.07;141.61;0.04909
347.07;141.61;0.04909
347.07;141.6;0.04909
347.07;141.6;0.04909
347.08;141.59;0.04909
347.08;141.58;0.04909
347.08;141.58;0.04909
347.08;141.57;0.04908
347.08;141.57;0.04908
347.08;141.56;0.04908
347.08;141.56;0.04908
347.09;141.55;0.04908
347.09;141.54;0.04908
347.09;141.54;0.04908
347.09;141.53;0.04907
347.09;141.53;0.04907
347.09;141.52;0.04907
347.1;141.51;0.04907
347.1;141.51;0.04907
347.1;141.5;0.04907
347.1;141.5;0.04907
347.1;141.49;0.04907
347.11;141.49;0.04906
347.11;141.48;0.04906
347.11;141.47;0.04906
347.11;141.47;0.04906
347.11;141.46;0.04906
347.11;141.46;0.04906
347.12;141.45;0.04906
347.12;141.44;0.04906
347.12;141.44;0.04905
347.12;141.43;0.04905
347.12;141.43;0.04905
347.12;141.42;0.04905
347.13;141.42;0.04905
347.13;141.41;0.04905
347.13;141.4;0.04905
347.13;141.4;0.04905
347.13;141.39;0.04905
347.13;141.39;0.04905
347.13;141.38;0.04905
347.14;141.37;0.04905
347.14;141.37;0.04905
347.14;141.36;0.04904
347.14;141.36;0.04904
347.14;141.35;0.04904
347.14;141.35;0.04904
347.15;141.34;0.04904
347.15;141.33;0.04904
347.15;141.33;0.04904
347.15;141.32;0.04903
347.15;141.32;0.04903
347.16;141.31;0.04903
347.16;141.31;0.04903
347.16;141.3;0.04903
347.16;141.29;0.04903
347.16;141.29;0.04903
347.16;141.28;0.04903
347.17;141.28;0.04902
347.17;141.27;0.04902
347.17;141.26;0.04902
347.17;141.26;0.04902
347.17;141.25;0.04902
347.17;141.25;0.04901
347.18;141.24;0.04901
347.18;141.24;0.04901
347.18;141.23;0.04901
347.18;141.22;0.049
347.18;141.22;0.049
347.18;141.21;0.049
347.18;141.21;0.049
347.19;141.2;0.049
347.19;141.19;0.049
347.19;141.19;0.049
347.19;141.18;0.049
347.19;141.18;0.04899
347.19;141.17;0.04899
347.2;141.16;0.04899
347.2;141.16;0.04899
347.2;141.15;0.04899
347.2;141.15;0.04898
347.2;141.14;0.04898
347.21;141.14;0.04898
347.21;141.13;0.04898
347.21;141.12;0.04898
347.21;141.12;0.04898
347.21;141.11;0.04898
347.21;141.11;0.04898
347.22;141.1;0.04898
347.22;141.1;0.04898
347.22;141.09;0.04898
347.22;141.08;0.04898
347.22;141.08;0.04898
347.22;141.07;0.04898
347.23;141.07;0.04898
347.23;141.06;0.04898
347.23;141.05;0.04898
347.23;141.05;0.04897
347.23;141.04;0.04898
347.23;141.04;0.04898
347.23;141.03;0.04898
347.24;141.03;0.04898
347.24;141.02;0.04897
347.24;141.01;0.04897
347.24;141.01;0.04897
347.24;141;0.04897
347.24;141;0.04897
347.25;140.99;0.04897
347.25;140.98;0.04897
347.25;140.98;0.04897
347.25;140.97;0.04896
347.25;140.97;0.04896
347.26;140.96;0.04896
347.26;140.95;0.04896
347.26;140.95;0.04896
347.26;140.94;0.04895
347.26;140.94;0.04895
