Time (min),Temperature (°C),Heat Flow (W/g)
86.88,176.96,-0.0034661698
86.88,176.96,-0.0034657149
86.88,176.96,-0.0034650667
86.88,176.96,-0.0034651380
86.88,176.96,-0.0034650285
86.89,176.96,-0.0034660373
86.89,176.96,-0.0034675205
86.89,176.96,-0.0034693656
86.89,176.96,-0.0034694989
86.89,176.96,-0.0034695508
86.89,176.96,-0.0034697640
86.9,176.96,-0.0034715436
86.9,176.96,-0.0034716604
86.9,176.96,-0.0034720185
86.9,176.96,-0.0034721916
86.9,176.96,-0.0034724154
86.9,176.96,-0.0034728384
86.9,176.96,-0.0034734979
86.91,176.96,-0.0034740722
86.91,176.96,-0.0034735186
86.91,176.96,-0.0034747467
86.91,176.96,-0.0034765949
86.91,176.96,-0.0034766834
86.91,176.96,-0.0034774423
86.92,176.96,-0.0034787521
86.92,176.96,-0.0034808228
86.92,176.96,-0.0034822965
86.92,176.96,-0.0034829695
86.92,176.96,-0.0034830976
86.93,176.96,-0.0034834545
86.93,176.96,-0.0034824536
86.93,176.96,-0.0034830639
86.93,176.96,-0.0034834206
86.93,176.96,-0.0034826365
86.93,176.96,-0.0034825234
86.94,176.96,-0.0034835777
86.94,176.96,-0.0034841824
86.94,176.96,-0.0034846053
86.94,176.96,-0.0034841886
86.94,176.96,-0.0034841313
86.94,176.96,-0.0034847517
86.95,176.96,-0.0034846649
86.95,176.96,-0.0034864209
86.95,176.96,-0.0034882843
86.95,176.96,-0.0034898803
86.95,176.96,-0.0034916835
86.95,176.96,-0.0034934177
86.95,176.96,-0.0034947221
86.96,176.96,-0.0034953086
86.96,176.96,-0.0034959998
86.96,176.96,-0.0034960237
86.96,176.96,-0.0034963524
86.96,176.96,-0.0034971075
86.96,176.96,-0.0034977577
86.97,176.96,-0.0034981024
86.97,176.96,-0.0034972010
86.97,176.96,-0.0034961560
86.97,176.96,-0.0034955301
86.97,176.96,-0.0034953036
86.98,176.96,-0.0034938641
86.98,176.96,-0.0034936368
86.98,176.96,-0.0034946220
86.98,176.96,-0.0034935186
86.98,176.96,-0.0034932728
86.98,176.96,-0.0034938571
86.99,176.96,-0.0034956036
86.99,176.96,-0.0034960482
86.99,176.96,-0.0034973505
86.99,176.96,-0.0034986987
86.99,176.96,-0.0034993632
86.99,176.96,-0.0034999065
87,176.96,-0.0034999874
87,176.96,-0.0034998755
87,176.96,-0.0034990394
87,176.96,-0.0034978867
87,176.96,-0.0034971371
87,176.96,-0.0034967070
87,176.96,-0.0034970884
87.01,176.96,-0.0034968007
87.01,176.96,-0.0034975154
87.01,176.96,-0.0034986525
87.01,176.96,-0.0035008039
87.01,176.96,-0.0035036833
87.01,176.96,-0.0035050683
87.02,176.96,-0.0035063777
87.02,176.96,-0.0035068853
87.02,176.96,-0.0035058932
87.02,176.96,-0.0035042558
87.02,176.96,-0.0035032716
87.03,176.96,-0.0035014241
87.03,176.96,-0.0035000525
87.03,176.96,-0.0034989531
87.03,176.96,-0.0034983630
87.03,176.96,-0.0034997735
87.03,176.96,-0.0035006237
87.04,176.96,-0.0035007503
87.04,176.96,-0.0035017569
87.04,176.96,-0.0035032506
87.04,176.96,-0.0035040755
87.04,176.96,-0.0035051789
87.04,176.96,-0.0035057378
87.05,176.96,-0.0035070498
87.05,176.96,-0.0035078549
87.05,176.96,-0.0035075884
87.05,176.96,-0.0035073335
87.05,176.96,-0.0035084667
87.05,176.96,-0.0035094483
87.05,176.96,-0.0035107079
87.06,176.96,-0.0035126226
87.06,176.96,-0.0035147908
87.06,176.96,-0.0035172722
87.06,176.96,-0.0035199373
87.06,176.96,-0.0035226607
87.06,176.96,-0.0035250082
87.07,176.96,-0.0035252764
87.07,176.96,-0.0035245283
87.07,176.96,-0.0035231593
87.07,176.96,-0.0035227947
87.07,176.96,-0.0035223694
87.08,176.96,-0.0035226393
87.08,176.96,-0.0035229912
87.08,176.96,-0.0035231586
87.08,176.96,-0.0035242436
87.08,176.96,-0.0035249090
87.08,176.96,-0.0035254595
87.09,176.96,-0.0035273380
87.09,176.96,-0.0035281861
87.09,176.96,-0.0035288320
87.09,176.96,-0.0035283613
87.09,176.96,-0.0035280657
87.09,176.96,-0.0035288284
87.1,176.96,-0.0035295382
87.1,176.96,-0.0035293543
87.1,176.96,-0.0035290692
87.1,176.96,-0.0035271268
87.1,176.96,-0.0035261905
87.1,176.96,-0.0035243943
87.1,176.96,-0.0035226283
87.11,176.96,-0.0035201445
87.11,176.96,-0.0035177088
87.11,176.96,-0.0035164440
87.11,176.96,-0.0035166607
87.11,176.96,-0.0035183759
87.11,176.96,-0.0035203874
87.12,176.96,-0.0035210865
87.12,176.96,-0.0035215290
87.12,176.96,-0.0035225766
87.12,176.96,-0.0035215003
87.12,176.96,-0.0035197167
87.13,176.96,-0.0035176435
87.13,176.96,-0.0035158522
87.13,176.96,-0.0035144324
87.13,176.96,-0.0035148048
87.13,176.96,-0.0035168126
87.13,176.96,-0.0035206239
87.14,176.96,-0.0035241065
87.14,176.96,-0.0035264800
87.14,176.96,-0.0035279551
87.14,176.96,-0.0035287433
87.14,176.96,-0.0035292938
87.14,176.96,-0.0035285084
87.15,176.96,-0.0035271556
87.15,176.96,-0.0035261168
87.15,176.96,-0.0035244050
87.15,176.96,-0.0035229001
87.15,176.96,-0.0035232432
87.15,176.96,-0.0035239146
87.15,176.96,-0.0035247655
87.16,176.96,-0.0035248764
87.16,176.96,-0.0035244980
87.16,176.96,-0.0035240884
87.16,176.96,-0.0035238378
87.16,176.96,-0.0035246189
87.16,176.96,-0.0035248384
87.17,176.96,-0.0035247688
87.17,176.96,-0.0035261457
87.17,176.96,-0.0035267761
87.17,176.96,-0.0035263138
87.17,176.96,-0.0035260303
87.18,176.96,-0.0035264301
87.18,176.96,-0.0035264850
87.18,176.96,-0.0035253892
87.18,176.96,-0.0035249054
87.18,176.96,-0.0035253489
87.18,176.96,-0.0035259733
87.19,176.96,-0.0035266137
87.19,176.96,-0.0035282269
87.19,176.96,-0.0035298133
87.19,176.96,-0.0035303328
87.19,176.96,-0.0035302088
87.19,176.96,-0.0035301471
87.2,176.96,-0.0035296056
87.2,176.96,-0.0035293655
87.2,176.96,-0.0035305142
87.2,176.96,-0.0035314708
87.2,176.96,-0.0035325084
87.2,176.96,-0.0035342312
87.2,176.96,-0.0035345895
87.21,176.96,-0.0035345862
87.21,176.96,-0.0035342715
87.21,176.96,-0.0035339668
87.21,176.96,-0.0035337183
87.21,176.96,-0.0035321867
87.21,176.96,-0.0035320156
87.22,176.96,-0.0035318601
87.22,176.96,-0.0035313513
87.22,176.96,-0.0035319619
87.22,176.96,-0.0035328364
87.22,176.96,-0.0035339668
87.23,176.96,-0.0035337441
87.23,176.96,-0.0035345683
87.23,176.96,-0.0035360425
87.23,176.96,-0.0035378730
87.23,176.96,-0.0035387654
87.23,176.96,-0.0035395205
87.24,176.96,-0.0035413060
87.24,176.96,-0.0035421615
87.24,176.96,-0.0035426352
87.24,176.96,-0.0035424881
87.24,176.96,-0.0035424697
87.24,176.96,-0.0035422831
87.25,176.96,-0.0035422423
87.25,176.96,-0.0035420353
87.25,176.96,-0.0035412283
87.25,176.96,-0.0035405953
87.25,176.96,-0.0035399528
87.25,176.96,-0.0035396037
87.25,176.96,-0.0035390830
87.26,176.96,-0.0035384893
87.26,176.96,-0.0035382411
87.26,176.96,-0.0035380044
87.26,176.96,-0.0035381155
87.26,176.96,-0.0035384309
87.26,176.96,-0.0035384719
87.27,176.96,-0.0035386994
87.27,176.96,-0.0035389793
87.27,176.96,-0.0035394638
87.27,176.96,-0.0035398142
87.27,176.96,-0.0035410578
87.28,176.96,-0.0035424387
87.28,176.96,-0.0035429523
87.28,176.96,-0.0035437238
87.28,176.96,-0.0035437248
87.28,176.96,-0.0035434706
87.28,176.96,-0.0035441358
87.29,176.96,-0.0035432184
87.29,176.96,-0.0035434859
87.29,176.96,-0.0035439761
87.29,176.96,-0.0035439119
87.29,176.96,-0.0035442553
87.29,176.96,-0.0035437858
87.3,176.96,-0.0035443988
87.3,176.96,-0.0035452721
87.3,176.96,-0.0035453455
87.3,176.96,-0.0035461211
87.3,176.96,-0.0035467401
87.3,176.96,-0.0035471416
87.3,176.96,-0.0035468199
87.31,176.96,-0.0035481136
87.31,176.96,-0.0035474765
87.31,176.96,-0.0035464733
87.31,176.96,-0.0035454230
87.31,176.96,-0.0035448973
87.31,176.96,-0.0035431976
87.32,176.96,-0.0035424964
87.32,176.96,-0.0035421190
87.32,176.96,-0.0035412958
87.32,176.96,-0.0035394940
87.32,176.96,-0.0035370929
87.33,176.96,-0.0035356958
87.33,176.96,-0.0035339637
87.33,176.96,-0.0035313284
87.33,176.96,-0.0035285218
87.33,176.96,-0.0035275857
87.33,176.96,-0.0035262780
87.34,176.96,-0.0035275137
87.34,176.96,-0.0035286026
87.34,176.96,-0.0035300162
87.34,176.96,-0.0035323527
87.34,176.96,-0.0035336831
87.34,176.96,-0.0035349240
87.35,176.96,-0.0035357552
87.35,176.96,-0.0035362606
87.35,176.96,-0.0035356176
87.35,176.96,-0.0035346010
87.35,176.96,-0.0035342391
87.35,176.96,-0.0035346787
87.35,176.96,-0.0035364273
87.36,176.96,-0.0035365024
87.36,176.96,-0.0035367706
87.36,176.96,-0.0035368218
87.36,176.96,-0.0035373402
87.36,176.96,-0.0035375183
87.36,176.96,-0.0035371292
87.37,176.96,-0.0035362148
87.37,176.96,-0.0035347769
87.37,176.96,-0.0035332565
87.37,176.96,-0.0035330324
87.37,176.96,-0.0035331514
87.38,176.96,-0.0035331306
87.38,176.96,-0.0035328813
87.38,176.96,-0.0035324898
87.38,176.96,-0.0035322909
87.38,176.96,-0.0035305743
87.38,176.96,-0.0035286944
87.39,176.96,-0.0035265515
87.39,176.96,-0.0035233476
87.39,176.96,-0.0035211027
87.39,176.96,-0.0035194111
87.39,176.96,-0.0035193305
87.39,176.96,-0.0035205576
87.4,176.96,-0.0035221329
87.4,176.96,-0.0035247021
87.4,176.96,-0.0035268972
87.4,176.96,-0.0035276983
87.4,176.96,-0.0035286367
87.4,176.96,-0.0035290532
87.4,176.96,-0.0035285871
87.41,176.96,-0.0035277410
87.41,176.96,-0.0035271556
87.41,176.96,-0.0035260944
87.41,176.96,-0.0035251334
87.41,176.96,-0.0035245669
87.41,176.96,-0.0035243447
87.42,176.96,-0.0035238714
87.42,176.96,-0.0035226080
87.42,176.96,-0.0035210116
87.42,176.96,-0.0035200672
87.42,176.96,-0.0035177298
87.43,176.96,-0.0035178757
87.43,176.96,-0.0035182769
87.43,176.96,-0.0035195544
87.43,176.96,-0.0035209610
87.43,176.96,-0.0035231347
87.43,176.96,-0.0035247076
87.44,176.96,-0.0035248518
87.44,176.96,-0.0035248611
87.44,176.96,-0.0035236356
87.44,176.96,-0.0035218523
87.44,176.96,-0.0035195041
87.44,176.96,-0.0035181274
87.45,176.96,-0.0035163600
87.45,176.96,-0.0035154860
87.45,176.96,-0.0035136294
87.45,176.96,-0.0035122454
87.45,176.96,-0.0035125539
87.45,176.96,-0.0035115685
87.45,176.96,-0.0035109570
87.46,176.96,-0.0035115917
87.46,176.96,-0.0035110033
87.46,176.96,-0.0035107701
87.46,176.96,-0.0035103900
87.46,176.96,-0.0035103023
87.46,176.96,-0.0035098052
87.47,176.96,-0.0035095067
87.47,176.96,-0.0035081160
87.47,176.96,-0.0035069041
87.47,176.96,-0.0035050256
87.47,176.96,-0.0035031698
87.48,176.96,-0.0035015850
87.48,176.96,-0.0034984491
87.48,176.96,-0.0034954698
87.48,176.96,-0.0034930012
87.48,176.96,-0.0034912395
87.48,176.96,-0.0034901643
87.49,176.96,-0.0034897165
87.49,176.96,-0.0034901621
87.49,176.96,-0.0034902718
87.49,176.96,-0.0034900894
87.49,176.96,-0.0034891732
87.49,176.96,-0.0034889305
87.5,176.96,-0.0034879620
87.5,176.96,-0.0034875810
87.5,176.96,-0.0034872947
87.5,176.96,-0.0034877703
87.5,176.96,-0.0034882119
87.5,176.96,-0.0034864104
87.5,176.96,-0.0034853780
87.51,176.96,-0.0034853585
87.51,176.96,-0.0034859440
87.51,176.96,-0.0034866035
87.51,176.96,-0.0034863122
87.51,176.96,-0.0034867926
87.51,176.96,-0.0034867153
87.52,176.96,-0.0034862974
87.52,176.96,-0.0034852133
87.52,176.96,-0.0034845572
87.52,176.96,-0.0034843302
87.52,176.96,-0.0034834239
87.53,176.96,-0.0034829421
87.53,176.96,-0.0034832230
87.53,176.96,-0.0034825988
87.53,176.96,-0.0034819455
87.53,176.96,-0.0034804518
87.53,176.96,-0.0034796500
87.54,176.96,-0.0034783700
87.54,176.96,-0.0034778035
87.54,176.96,-0.0034765828
87.54,176.96,-0.0034757996
87.54,176.96,-0.0034762077
87.54,176.96,-0.0034761860
87.55,176.96,-0.0034757593
87.55,176.96,-0.0034755635
87.55,176.96,-0.0034753425
87.55,176.96,-0.0034753611
87.55,176.96,-0.0034759662
87.55,176.96,-0.0034760165
87.55,176.96,-0.0034760981
87.56,176.96,-0.0034762282
87.56,176.96,-0.0034764140
87.56,176.96,-0.0034771214
87.56,176.96,-0.0034769289
87.56,176.96,-0.0034765303
87.56,176.96,-0.0034767900
87.57,176.96,-0.0034769540
87.57,176.96,-0.0034765286
87.57,176.96,-0.0034748073
87.57,176.96,-0.0034741187
87.57,176.96,-0.0034737937
87.58,176.96,-0.0034742150
87.58,176.96,-0.0034735980
87.58,176.96,-0.0034729390
87.58,176.96,-0.0034727123
87.58,176.96,-0.0034713743
87.58,176.96,-0.0034694333
87.59,176.96,-0.0034682214
87.59,176.96,-0.0034667313
87.59,176.96,-0.0034641137
87.59,176.96,-0.0034624887
87.59,176.96,-0.0034620128
87.59,176.96,-0.0034618320
87.6,176.96,-0.0034632959
87.6,176.96,-0.0034656768
87.6,176.96,-0.0034678082
87.6,176.96,-0.0034706275
87.6,176.96,-0.0034731622
87.6,176.96,-0.0034756243
87.6,176.96,-0.0034777746
87.61,176.96,-0.0034789753
87.61,176.96,-0.0034787388
87.61,176.96,-0.0034777040
87.61,176.96,-0.0034763381
87.61,176.96,-0.0034752603
87.61,176.96,-0.0034740334
87.62,176.96,-0.0034723401
87.62,176.96,-0.0034718916
87.62,176.96,-0.0034703040
87.62,176.96,-0.0034701850
87.62,176.96,-0.0034701641
87.63,176.96,-0.0034704158
87.63,176.96,-0.0034693465
87.63,176.96,-0.0034684908
87.63,176.96,-0.0034683030
87.63,176.96,-0.0034687965
87.63,176.96,-0.0034695938
87.64,176.96,-0.0034711835
87.64,176.96,-0.0034724417
87.64,176.96,-0.0034725473
87.64,176.96,-0.0034722745
87.64,176.96,-0.0034728727
87.64,176.96,-0.0034745693
87.65,176.96,-0.0034752028
87.65,176.96,-0.0034750762
87.65,176.96,-0.0034742913
87.65,176.96,-0.0034735098
87.65,176.96,-0.0034734788
87.65,176.96,-0.0034740019
87.65,176.96,-0.0034743497
87.66,176.96,-0.0034746516
87.66,176.96,-0.0034755991
87.66,176.96,-0.0034767818
87.66,176.96,-0.0034783268
87.66,176.96,-0.0034797854
87.66,176.96,-0.0034813597
87.67,176.96,-0.0034823978
87.67,176.96,-0.0034837782
87.67,176.96,-0.0034852188
87.67,176.96,-0.0034859831
87.67,176.96,-0.0034860277
87.68,176.96,-0.0034859920
87.68,176.96,-0.0034867764
87.68,176.96,-0.0034876952
87.68,176.96,-0.0034893525
87.68,176.96,-0.0034902177
87.68,176.96,-0.0034911792
87.69,176.96,-0.0034912665
87.69,176.96,-0.0034916191
87.69,176.96,-0.0034924552
87.69,176.96,-0.0034936578
87.69,176.96,-0.0034946158
87.69,176.96,-0.0034952633
87.7,176.96,-0.0034952755
87.7,176.96,-0.0034943197
87.7,176.96,-0.0034947102
87.7,176.96,-0.0034948807
87.7,176.96,-0.0034948533
87.7,176.96,-0.0034941583
87.7,176.96,-0.0034940295
87.71,176.96,-0.0034956167
87.71,176.96,-0.0034987333
87.71,176.96,-0.0035036166
87.71,176.96,-0.0035063908
87.71,176.96,-0.0035080225
87.71,176.96,-0.0035087016
87.72,176.96,-0.0035090718
87.72,176.96,-0.0035084686
87.72,176.96,-0.0035071716
87.72,176.96,-0.0035066192
87.72,176.96,-0.0035068028
87.73,176.96,-0.0035081286
87.73,176.96,-0.0035099602
87.73,176.96,-0.0035130064
87.73,176.96,-0.0035146570
87.73,176.96,-0.0035164673
87.73,176.96,-0.0035170410
87.74,176.96,-0.0035161569
87.74,176.96,-0.0035152113
87.74,176.96,-0.0035131023
87.74,176.96,-0.0035090837
87.74,176.96,-0.0035062404
87.74,176.96,-0.0035042913
87.75,176.96,-0.0035027182
87.75,176.96,-0.0035023553
87.75,176.96,-0.0035029337
87.75,176.96,-0.0035032978
87.75,176.96,-0.0035036991
87.75,176.96,-0.0035037997
87.75,176.96,-0.0035049524
87.76,176.96,-0.0035051317
87.76,176.96,-0.0035050504
87.76,176.96,-0.0035058470
87.76,176.96,-0.0035069926
87.76,176.96,-0.0035082850
87.76,176.96,-0.0035102634
87.77,176.96,-0.0035132964
87.77,176.96,-0.0035157781
87.77,176.96,-0.0035182562
87.77,176.96,-0.0035205369
87.77,176.96,-0.0035215786
87.78,176.96,-0.0035212295
87.78,176.96,-0.0035204697
87.78,176.96,-0.0035196455
87.78,176.96,-0.0035175967
87.78,176.96,-0.0035155957
87.78,176.96,-0.0035138369
87.79,176.96,-0.0035128474
87.79,176.96,-0.0035130825
87.79,176.96,-0.0035148172
87.79,176.96,-0.0035166211
87.79,176.96,-0.0035187609
87.79,176.96,-0.0035200646
87.8,176.96,-0.0035224531
87.8,176.96,-0.0035254235
87.8,176.96,-0.0035284920
87.8,176.96,-0.0035302625
87.8,176.96,-0.0035312457
87.8,176.96,-0.0035323822
87.8,176.96,-0.0035334330
87.81,176.96,-0.0035339358
87.81,176.96,-0.0035332930
87.81,176.96,-0.0035318201
87.81,176.96,-0.0035298619
87.81,176.96,-0.0035281324
87.81,176.96,-0.0035277104
87.82,176.96,-0.0035276875
87.82,176.96,-0.0035274422
87.82,176.96,-0.0035267594
87.82,176.96,-0.0035258181
87.82,176.96,-0.0035252333
87.83,176.96,-0.0035242507
87.83,176.96,-0.0035224605
87.83,176.96,-0.0035207057
87.83,176.96,-0.0035191362
87.83,176.96,-0.0035199974
87.83,176.96,-0.0035221648
87.84,176.96,-0.0035231986
87.84,176.96,-0.0035246034
87.84,176.96,-0.0035256593
87.84,176.96,-0.0035274873
87.84,176.96,-0.0035299857
87.84,176.96,-0.0035333643
87.85,176.96,-0.0035352864
87.85,176.96,-0.0035357275
87.85,176.96,-0.0035353575
87.85,176.96,-0.0035347590
87.85,176.96,-0.0035344868
87.85,176.96,-0.0035335808
87.85,176.96,-0.0035320451
87.86,176.96,-0.0035295324
87.86,176.96,-0.0035284817
87.86,176.96,-0.0035288286
87.86,176.96,-0.0035282974
87.86,176.96,-0.0035284986
87.86,176.96,-0.0035278628
87.87,176.96,-0.0035278304
87.87,176.96,-0.0035275731
87.87,176.96,-0.0035270619
87.87,176.96,-0.0035255527
87.87,176.96,-0.0035237942
87.88,176.96,-0.0035211453
87.88,176.96,-0.0035195174
87.88,176.96,-0.0035190451
87.88,176.96,-0.0035187595
87.88,176.96,-0.0035196247
87.88,176.96,-0.0035191972
87.89,176.96,-0.0035190494
87.89,176.96,-0.0035200784
87.89,176.96,-0.0035210822
87.89,176.96,-0.0035210681
87.89,176.96,-0.0035213428
87.89,176.96,-0.0035209029
87.9,176.96,-0.0035199802
87.9,176.96,-0.0035198162
87.9,176.96,-0.0035204711
87.9,176.96,-0.0035220079
87.9,176.96,-0.0035226934
87.9,176.96,-0.0035228157
87.9,176.96,-0.0035219626
87.91,176.96,-0.0035218077
87.91,176.96,-0.0035214870
87.91,176.96,-0.0035210292
87.91,176.96,-0.0035198274
87.91,176.96,-0.0035188920
87.91,176.96,-0.0035193479
87.92,176.96,-0.0035200174
87.92,176.96,-0.0035216951
87.92,176.96,-0.0035234103
87.92,176.96,-0.0035234413
87.92,176.96,-0.0035223963
87.93,176.96,-0.0035217834
87.93,176.96,-0.0035203595
87.93,176.96,-0.0035191903
87.93,176.96,-0.0035179291
87.93,176.96,-0.0035175562
87.93,176.96,-0.0035172307
87.94,176.96,-0.0035162649
87.94,176.96,-0.0035149755
87.94,176.96,-0.0035140145
87.94,176.96,-0.0035136533
87.94,176.96,-0.0035133746
87.94,176.96,-0.0035127444
87.95,176.96,-0.0035120261
87.95,176.96,-0.0035115325
87.95,176.96,-0.0035124602
87.95,176.96,-0.0035132196
87.95,176.96,-0.0035133979
87.95,176.96,-0.0035125060
87.95,176.96,-0.0035116410
87.96,176.96,-0.0035117383
87.96,176.96,-0.0035126810
87.96,176.96,-0.0035143044
87.96,176.96,-0.0035148306
87.96,176.96,-0.0035152750
87.96,176.96,-0.0035161006
87.97,176.96,-0.0035166073
87.97,176.96,-0.0035167148
87.97,176.96,-0.0035170255
87.97,176.96,-0.0035166314
87.97,176.96,-0.0035171878
87.98,176.96,-0.0035184898
87.98,176.96,-0.0035192685
87.98,176.96,-0.0035200453
87.98,176.96,-0.0035207202
87.98,176.96,-0.0035207720
87.98,176.96,-0.0035208056
87.99,176.96,-0.0035207720
87.99,176.96,-0.0035205719
87.99,176.96,-0.0035187216
87.99,176.96,-0.0035177448
87.99,176.96,-0.0035171592
87.99,176.96,-0.0035172532
88,176.96,-0.0035176039
88,176.96,-0.0035192833
88,176.96,-0.0035199594
88,176.96,-0.0035200989
88,176.96,-0.0035201600
88,176.96,-0.0035198281
88,176.96,-0.0035180900
88.01,176.96,-0.0035157578
88.01,176.96,-0.0035145617
88.01,176.96,-0.0035147316
88.01,176.96,-0.0035141351
88.01,176.96,-0.0035138299
88.01,176.96,-0.0035133033
88.02,176.96,-0.0035123622
88.02,176.96,-0.0035109618
88.02,176.96,-0.0035091901
88.02,176.96,-0.0035091093
88.02,176.96,-0.0035082440
88.03,176.96,-0.0035078478
88.03,176.96,-0.0035077043
88.03,176.96,-0.0035072694
88.03,176.96,-0.0035076051
88.03,176.96,-0.0035079660
88.03,176.96,-0.0035094013
88.04,176.96,-0.0035106473
88.04,176.96,-0.0035104430
88.04,176.96,-0.0035093000
88.04,176.96,-0.0035078065
88.04,176.96,-0.0035059271
88.04,176.96,-0.0035037363
88.05,176.96,-0.0035006313
88.05,176.96,-0.0034981878
88.05,176.96,-0.0034969695
88.05,176.96,-0.0034959538
88.05,176.96,-0.0034945700
88.05,176.96,-0.0034939005
88.05,176.96,-0.0034936686
88.06,176.96,-0.0034944856
88.06,176.96,-0.0034956617
88.06,176.96,-0.0034964797
88.06,176.96,-0.0034960754
88.06,176.96,-0.0034945116
88.06,176.96,-0.0034937451
88.07,176.96,-0.0034915493
88.07,176.96,-0.0034896963
88.07,176.96,-0.0034876974
88.07,176.96,-0.0034873722
88.07,176.96,-0.0034874361
88.08,176.96,-0.0034880338
88.08,176.96,-0.0034893563
88.08,176.96,-0.0034916117
88.08,176.96,-0.0034916542
88.08,176.96,-0.0034912798
88.08,176.96,-0.0034893351
88.09,176.96,-0.0034870596
88.09,176.96,-0.0034835093
88.09,176.96,-0.0034813824
88.09,176.96,-0.0034800761
88.09,176.96,-0.0034780335
88.09,176.96,-0.0034762902
88.1,176.96,-0.0034763169
88.1,176.96,-0.0034758580
88.1,176.96,-0.0034755270
88.1,176.96,-0.0034758339
88.1,176.96,-0.0034749696
88.1,176.96,-0.0034746704
88.1,176.96,-0.0034743390
88.11,176.96,-0.0034741623
88.11,176.96,-0.0034748826
88.11,176.96,-0.0034757757
88.11,176.96,-0.0034756362
88.11,176.96,-0.0034757807
88.11,176.96,-0.0034759059
88.12,176.96,-0.0034740996
88.12,176.96,-0.0034717159
88.12,176.96,-0.0034709692
88.12,176.96,-0.0034705174
88.12,176.96,-0.0034705496
88.13,176.96,-0.0034709692
88.13,176.96,-0.0034717200
88.13,176.96,-0.0034740682
88.13,176.96,-0.0034751856
88.13,176.96,-0.0034773247
88.13,176.96,-0.0034786985
88.14,176.96,-0.0034782622
88.14,176.96,-0.0034781938
88.14,176.96,-0.0034783051
88.14,176.96,-0.0034776022
88.14,176.96,-0.0034768460
88.14,176.96,-0.0034765193
88.15,176.96,-0.0034756892
88.15,176.96,-0.0034765372
88.15,176.96,-0.0034770482
88.15,176.96,-0.0034781222
88.15,176.96,-0.0034783962
88.15,176.96,-0.0034790251
88.15,176.96,-0.0034795692
88.16,176.96,-0.0034804816
88.16,176.96,-0.0034808714
88.16,176.96,-0.0034814775
88.16,176.96,-0.0034810185
88.16,176.96,-0.0034798551
88.16,176.96,-0.0034801500
88.17,176.96,-0.0034806607
88.17,176.96,-0.0034816308
88.17,176.96,-0.0034824302
88.17,176.96,-0.0034839535
88.17,176.96,-0.0034848812
88.18,176.96,-0.0034849432
88.18,176.96,-0.0034850228
88.18,176.96,-0.0034853549
88.18,176.96,-0.0034847531
88.18,176.96,-0.0034847226
88.18,176.96,-0.0034846206
88.19,176.96,-0.0034833517
88.19,176.96,-0.0034821050
88.19,176.96,-0.0034800472
88.19,176.96,-0.0034794223
88.19,176.96,-0.0034783387
88.19,176.96,-0.0034769101
88.2,176.96,-0.0034758220
88.2,176.96,-0.0034740300
88.2,176.96,-0.0034721389
88.2,176.96,-0.0034705694
88.2,176.96,-0.0034698343
88.2,176.96,-0.0034691145
88.2,176.96,-0.0034687684
88.21,176.96,-0.0034694889
88.21,176.96,-0.0034717510
88.21,176.96,-0.0034722846
88.21,176.96,-0.0034744930
88.21,176.96,-0.0034760137
88.21,176.96,-0.0034773290
88.22,176.96,-0.0034766560
88.22,176.96,-0.0034759142
88.22,176.96,-0.0034754729
88.22,176.96,-0.0034751842
88.22,176.96,-0.0034746130
88.23,176.96,-0.0034752743
88.23,176.96,-0.0034756575
88.23,176.96,-0.0034762902
88.23,176.96,-0.0034763055
88.23,176.96,-0.0034746366
88.23,176.96,-0.0034734168
88.24,176.96,-0.0034726131
88.24,176.96,-0.0034722657
88.24,176.96,-0.0034720669
88.24,176.96,-0.0034729273
88.24,176.96,-0.0034732749
88.24,176.96,-0.0034738541
88.25,176.96,-0.0034747832
88.25,176.96,-0.0034751449
88.25,176.96,-0.0034742336
88.25,176.96,-0.0034731615
88.25,176.96,-0.0034726703
88.25,176.96,-0.0034715555
88.25,176.96,-0.0034710340
88.26,176.96,-0.0034707792
88.26,176.96,-0.0034700339
88.26,176.96,-0.0034688697
88.26,176.96,-0.0034682403
88.26,176.96,-0.0034672184
88.26,176.96,-0.0034668601
88.27,176.96,-0.0034657423
88.27,176.96,-0.0034648492
88.27,176.96,-0.0034644170
88.27,176.96,-0.0034649520
88.27,176.96,-0.0034661775
88.28,176.96,-0.0034682353
88.28,176.96,-0.0034694297
88.28,176.96,-0.0034711874
88.28,176.96,-0.0034721682
88.28,176.96,-0.0034723330
88.28,176.96,-0.0034713356
88.29,176.96,-0.0034698009
88.29,176.96,-0.0034677103
88.29,176.96,-0.0034652469
88.29,176.96,-0.0034626610
88.29,176.96,-0.0034609737
88.29,176.96,-0.0034604046
88.3,176.96,-0.0034582372
88.3,176.96,-0.0034572654
88.3,176.96,-0.0034555113
88.3,176.96,-0.0034541321
88.3,176.96,-0.0034538362
88.3,176.96,-0.0034537306
88.3,176.96,-0.0034539714
88.31,176.96,-0.0034539292
88.31,176.96,-0.0034530587
88.31,176.96,-0.0034525349
88.31,176.96,-0.0034518719
88.31,176.96,-0.0034498668
88.31,176.96,-0.0034495957
88.32,176.96,-0.0034488871
88.32,176.96,-0.0034481325
88.32,176.96,-0.0034471865
88.32,176.96,-0.0034461091
88.32,176.96,-0.0034473848
88.33,176.96,-0.0034477024
88.33,176.96,-0.0034485757
88.33,176.96,-0.0034501412
88.33,176.96,-0.0034514678
88.33,176.96,-0.0034523001
88.33,176.96,-0.0034530494
