Time (min),Temperature (°C),Heat Flow (W/g)
88.34,176.96,-0.0034541862
88.34,176.96,-0.0034558063
88.34,176.96,-0.0034556742
88.34,176.96,-0.0034558294
88.34,176.96,-0.0034545763
88.34,176.96,-0.0034527793
88.35,176.96,-0.0034507620
88.35,176.96,-0.0034500604
88.35,176.96,-0.0034494634
88.35,176.96,-0.0034493661
88.35,176.96,-0.0034497159
88.35,176.96,-0.0034498672
88.35,176.96,-0.0034508176
88.36,176.96,-0.0034507260
88.36,176.96,-0.0034507444
88.36,176.96,-0.0034515870
88.36,176.96,-0.0034532228
88.36,176.96,-0.0034538877
88.36,176.96,-0.0034544837
88.37,176.96,-0.0034556091
88.37,176.96,-0.0034570541
88.37,176.96,-0.0034574265
88.37,176.96,-0.0034576066
88.37,176.96,-0.0034575188
88.38,176.96,-0.0034573042
88.38,176.96,-0.0034571140
88.38,176.96,-0.0034573739
88.38,176.96,-0.0034578586
88.38,176.96,-0.0034585984
88.38,176.96,-0.0034595397
88.39,176.96,-0.0034599035
88.39,176.96,-0.0034604418
88.39,176.96,-0.0034611409
88.39,176.96,-0.0034602110
88.39,176.96,-0.0034596188
88.39,176.96,-0.0034584336
88.4,176.96,-0.0034577596
88.4,176.96,-0.0034564059
88.4,176.96,-0.0034550059
88.4,176.96,-0.0034547021
88.4,176.96,-0.0034546888
88.4,176.96,-0.0034556289
88.4,176.96,-0.0034552410
88.41,176.96,-0.0034550281
88.41,176.96,-0.0034533005
88.41,176.96,-0.0034514327
88.41,176.96,-0.0034510963
88.41,176.96,-0.0034509914
88.41,176.96,-0.0034509737
88.42,176.96,-0.0034499743
88.42,176.96,-0.0034489951
88.42,176.96,-0.0034477348
88.42,176.96,-0.0034475396
88.42,176.96,-0.0034472456
88.43,176.96,-0.0034468224
88.43,176.96,-0.0034453433
88.43,176.96,-0.0034443176
88.43,176.96,-0.0034436772
88.43,176.96,-0.0034420085
88.43,176.96,-0.0034416573
88.44,176.96,-0.0034410534
88.44,176.96,-0.0034416444
88.44,176.96,-0.0034428566
88.44,176.96,-0.0034438269
88.44,176.96,-0.0034452834
88.44,176.96,-0.0034462194
88.45,176.96,-0.0034459815
88.45,176.96,-0.0034457345
88.45,176.96,-0.0034466178
88.45,176.96,-0.0034475715
88.45,176.96,-0.0034476931
88.45,176.96,-0.0034471469
88.45,176.96,-0.0034461560
88.46,176.96,-0.0034449801
88.46,176.96,-0.0034435852
88.46,176.96,-0.0034423087
88.46,176.96,-0.0034406748
88.46,176.96,-0.0034392457
88.46,176.96,-0.0034387062
88.47,176.96,-0.0034393437
88.47,176.96,-0.0034400461
88.47,176.96,-0.0034411280
88.47,176.96,-0.0034423728
88.47,176.96,-0.0034426877
88.48,176.96,-0.0034422581
88.48,176.96,-0.0034411037
88.48,176.96,-0.0034406705
88.48,176.96,-0.0034402373
88.48,176.96,-0.0034397688
88.48,176.96,-0.0034398911
88.49,176.96,-0.0034398785
88.49,176.96,-0.0034389720
88.49,176.96,-0.0034389670
88.49,176.96,-0.0034391527
88.49,176.96,-0.0034396322
88.49,176.96,-0.0034404662
88.5,176.96,-0.0034406579
88.5,176.96,-0.0034407864
88.5,176.96,-0.0034411981
88.5,176.96,-0.0034413910
88.5,176.96,-0.0034428711
88.5,176.96,-0.0034439263
88.5,176.96,-0.0034447343
88.51,176.96,-0.0034455421
88.51,176.96,-0.0034454670
88.51,176.96,-0.0034452171
88.51,176.96,-0.0034450469
88.51,176.96,-0.0034444902
88.51,176.96,-0.0034435956
88.52,176.96,-0.0034418950
88.52,176.96,-0.0034401402
88.52,176.96,-0.0034383197
88.52,176.96,-0.0034376888
88.52,176.96,-0.0034367754
88.53,176.96,-0.0034363616
88.53,176.96,-0.0034359186
88.53,176.96,-0.0034372280
88.53,176.96,-0.0034366629
88.53,176.96,-0.0034364116
88.53,176.96,-0.0034364038
88.54,176.96,-0.0034366241
88.54,176.96,-0.0034373474
88.54,176.96,-0.0034383159
88.54,176.96,-0.0034396806
88.54,176.96,-0.0034405606
88.54,176.96,-0.0034397843
88.55,176.96,-0.0034404411
88.55,176.96,-0.0034414392
88.55,176.96,-0.0034421837
88.55,176.96,-0.0034417453
88.55,176.96,-0.0034404006
88.55,176.96,-0.0034400449
88.55,176.96,-0.0034400270
88.56,176.96,-0.0034402332
88.56,176.96,-0.0034400744
88.56,176.96,-0.0034400024
88.56,176.96,-0.0034383836
88.56,176.96,-0.0034380329
88.56,176.96,-0.0034381766
88.57,176.96,-0.0034393451
88.57,176.96,-0.0034395919
88.57,176.96,-0.0034380655
88.57,176.96,-0.0034357533
88.57,176.96,-0.0034343302
88.58,176.96,-0.0034344919
88.58,176.96,-0.0034362822
88.58,176.96,-0.0034369450
88.58,176.96,-0.0034363890
88.58,176.96,-0.0034364409
88.58,176.96,-0.0034363141
88.59,176.96,-0.0034369032
88.59,176.96,-0.0034393957
88.59,176.96,-0.0034430263
88.59,176.96,-0.0034456379
88.59,176.96,-0.0034479840
88.59,176.96,-0.0034507895
88.6,176.96,-0.0034534128
88.6,176.96,-0.0034557943
88.6,176.96,-0.0034569862
88.6,176.96,-0.0034563668
88.6,176.96,-0.0034541051
88.6,176.96,-0.0034523244
88.6,176.96,-0.0034512749
88.61,176.96,-0.0034511545
88.61,176.96,-0.0034503834
88.61,176.96,-0.0034493880
88.61,176.96,-0.0034495881
88.61,176.96,-0.0034509599
88.61,176.96,-0.0034521754
88.62,176.96,-0.0034529767
88.62,176.96,-0.0034521139
88.62,176.96,-0.0034508922
88.62,176.96,-0.0034496677
88.62,176.96,-0.0034491003
88.63,176.96,-0.0034494417
88.63,176.96,-0.0034496293
88.63,176.96,-0.0034488490
88.63,176.96,-0.0034489903
88.63,176.96,-0.0034492354
88.63,176.96,-0.0034507797
88.64,176.96,-0.0034526129
88.64,176.96,-0.0034540772
88.64,176.96,-0.0034548323
88.64,176.96,-0.0034561930
88.64,176.96,-0.0034562449
88.64,176.96,-0.0034560378
88.65,176.96,-0.0034561863
88.65,176.96,-0.0034556353
88.65,176.96,-0.0034542136
88.65,176.96,-0.0034539583
88.65,176.96,-0.0034529557
88.65,176.96,-0.0034532189
88.65,176.96,-0.0034535329
88.66,176.96,-0.0034533160
88.66,176.96,-0.0034536076
88.66,176.96,-0.0034539728
88.66,176.96,-0.0034544816
88.66,176.96,-0.0034552009
88.66,176.96,-0.0034554029
88.67,176.96,-0.0034555345
88.67,176.96,-0.0034553487
88.67,176.96,-0.0034530735
88.67,176.96,-0.0034508464
88.67,176.96,-0.0034472210
88.68,176.96,-0.0034439909
88.68,176.96,-0.0034414644
88.68,176.96,-0.0034399552
88.68,176.96,-0.0034377320
88.68,176.96,-0.0034368632
88.68,176.96,-0.0034360673
88.69,176.96,-0.0034367850
88.69,176.96,-0.0034377375
88.69,176.96,-0.0034386833
88.69,176.96,-0.0034392605
88.69,176.96,-0.0034394810
88.69,176.96,-0.0034393859
88.7,176.96,-0.0034391837
88.7,176.96,-0.0034410784
88.7,176.96,-0.0034432991
88.7,176.96,-0.0034458041
88.7,176.96,-0.0034477687
88.7,176.96,-0.0034492345
88.7,176.96,-0.0034507425
88.71,176.96,-0.0034528565
88.71,176.96,-0.0034528599
88.71,176.96,-0.0034526453
88.71,176.96,-0.0034513171
88.71,176.96,-0.0034495399
88.71,176.96,-0.0034482448
88.72,176.96,-0.0034471159
88.72,176.96,-0.0034455044
88.72,176.96,-0.0034448338
88.72,176.96,-0.0034455931
88.72,176.96,-0.0034470520
88.73,176.96,-0.0034502912
88.73,176.96,-0.0034529293
88.73,176.96,-0.0034547253
88.73,176.96,-0.0034563046
88.73,176.96,-0.0034580452
88.73,176.96,-0.0034587376
88.74,176.96,-0.0034592152
88.74,176.96,-0.0034592292
88.74,176.96,-0.0034583495
88.74,176.96,-0.0034571223
88.74,176.96,-0.0034556246
88.74,176.96,-0.0034550223
88.75,176.96,-0.0034543116
88.75,176.96,-0.0034526594
88.75,176.96,-0.0034506269
88.75,176.96,-0.0034495337
88.75,176.96,-0.0034497004
88.75,176.96,-0.0034494915
88.75,176.96,-0.0034488006
88.76,176.96,-0.0034487414
88.76,176.96,-0.0034488642
88.76,176.96,-0.0034495380
88.76,176.96,-0.0034511025
88.76,176.96,-0.0034518418
88.76,176.96,-0.0034536796
88.77,176.96,-0.0034556746
88.77,176.96,-0.0034579790
88.77,176.96,-0.0034600499
88.77,176.96,-0.0034618356
88.77,176.96,-0.0034630368
88.78,176.96,-0.0034637597
88.78,176.96,-0.0034653089
88.78,176.96,-0.0034668782
88.78,176.96,-0.0034669127
88.78,176.96,-0.0034664660
88.78,176.96,-0.0034667649
88.79,176.96,-0.0034680114
88.79,176.96,-0.0034687965
88.79,176.96,-0.0034688287
88.79,176.96,-0.0034692912
88.79,176.96,-0.0034705033
88.79,176.96,-0.0034705181
88.8,176.96,-0.0034692709
88.8,176.96,-0.0034678295
88.8,176.96,-0.0034661872
88.8,176.96,-0.0034640751
88.8,176.96,-0.0034622297
88.8,176.96,-0.0034614899
88.8,176.96,-0.0034611127
88.81,176.96,-0.0034613934
88.81,176.96,-0.0034620874
88.81,176.96,-0.0034636416
88.81,176.96,-0.0034637415
88.81,176.96,-0.0034629917
88.81,176.96,-0.0034621732
88.82,176.96,-0.0034619796
88.82,176.96,-0.0034607692
88.82,176.96,-0.0034612978
88.82,176.96,-0.0034631376
88.82,176.96,-0.0034648268
88.83,176.96,-0.0034666982
88.83,176.96,-0.0034692488
88.83,176.96,-0.0034713483
88.83,176.96,-0.0034725196
88.83,176.96,-0.0034739993
88.83,176.96,-0.0034746678
88.84,176.96,-0.0034749563
88.84,176.96,-0.0034738641
88.84,176.96,-0.0034732044
88.84,176.96,-0.0034744883
88.84,176.96,-0.0034763544
88.84,176.96,-0.0034771178
88.85,176.96,-0.0034789810
88.85,176.96,-0.0034807889
88.85,176.96,-0.0034822109
88.85,176.96,-0.0034833121
88.85,176.96,-0.0034825840
88.85,176.96,-0.0034817886
88.85,176.96,-0.0034809680
88.86,176.96,-0.0034793935
88.86,176.96,-0.0034786749
88.86,176.96,-0.0034787021
88.86,176.96,-0.0034788606
88.86,176.96,-0.0034786549
88.86,176.96,-0.0034778857
88.87,176.96,-0.0034784310
88.87,176.96,-0.0034785893
88.87,176.96,-0.0034780970
88.87,176.96,-0.0034770525
88.87,176.96,-0.0034756470
88.88,176.96,-0.0034737253
88.88,176.96,-0.0034716039
88.88,176.96,-0.0034703989
88.88,176.96,-0.0034690115
88.88,176.96,-0.0034685211
88.88,176.96,-0.0034680712
88.89,176.96,-0.0034686949
88.89,176.96,-0.0034691665
88.89,176.96,-0.0034695783
88.89,176.96,-0.0034693389
88.89,176.96,-0.0034681656
88.89,176.96,-0.0034662971
88.9,176.96,-0.0034650187
88.9,176.96,-0.0034637935
88.9,176.96,-0.0034627497
88.9,176.96,-0.0034622533
88.9,176.96,-0.0034634199
88.9,176.96,-0.0034648950
88.9,176.96,-0.0034673479
88.91,176.96,-0.0034692538
88.91,176.96,-0.0034714863
88.91,176.96,-0.0034732628
88.91,176.96,-0.0034743617
88.91,176.96,-0.0034751549
88.91,176.96,-0.0034757459
88.92,176.96,-0.0034755721
88.92,176.96,-0.0034749866
88.92,176.96,-0.0034758663
88.92,176.96,-0.0034772577
88.92,176.96,-0.0034779518
88.93,176.96,-0.0034783993
88.93,176.96,-0.0034799938
88.93,176.96,-0.0034803898
88.93,176.96,-0.0034803815
88.93,176.96,-0.0034797790
88.93,176.96,-0.0034786115
88.94,176.96,-0.0034790075
88.94,176.96,-0.0034792659
88.94,176.96,-0.0034797003
88.94,176.96,-0.0034819081
88.94,176.96,-0.0034826057
88.94,176.96,-0.0034833152
88.95,176.96,-0.0034836929
88.95,176.96,-0.0034850931
88.95,176.96,-0.0034844391
88.95,176.96,-0.0034845037
88.95,176.96,-0.0034839036
88.95,176.96,-0.0034843488
88.95,176.96,-0.0034845221
88.96,176.96,-0.0034851396
88.96,176.96,-0.0034847701
88.96,176.96,-0.0034853296
88.96,176.96,-0.0034857996
88.96,176.96,-0.0034869545
88.96,176.96,-0.0034885459
88.97,176.96,-0.0034892766
88.97,176.96,-0.0034894328
88.97,176.96,-0.0034897299
88.97,176.96,-0.0034902971
88.97,176.96,-0.0034905510
88.98,176.96,-0.0034913099
88.98,176.96,-0.0034915392
88.98,176.96,-0.0034907632
88.98,176.96,-0.0034911165
88.98,176.96,-0.0034908617
88.98,176.96,-0.0034908941
88.99,176.96,-0.0034929254
88.99,176.96,-0.0034937184
88.99,176.96,-0.0034946561
88.99,176.96,-0.0034948220
88.99,176.96,-0.0034955926
88.99,176.96,-0.0034971161
89,176.96,-0.0034975080
89,176.96,-0.0034978254
89,176.96,-0.0034972663
89,176.96,-0.0034965684
89,176.96,-0.0034957826
89,176.96,-0.0034941690
89,176.96,-0.0034927199
89.01,176.96,-0.0034920785
89.01,176.96,-0.0034913323
89.01,176.96,-0.0034902561
89.01,176.96,-0.0034882376
89.01,176.96,-0.0034858737
89.01,176.96,-0.0034850380
89.02,176.96,-0.0034858220
89.02,176.96,-0.0034860969
89.02,176.96,-0.0034871573
89.02,176.96,-0.0034874423
89.02,176.96,-0.0034868693
89.03,176.96,-0.0034871361
89.03,176.96,-0.0034888177
89.03,176.96,-0.0034900432
89.03,176.96,-0.0034901586
89.03,176.96,-0.0034891140
89.03,176.96,-0.0034889121
89.04,176.96,-0.0034891391
89.04,176.96,-0.0034898939
89.04,176.96,-0.0034907658
89.04,176.96,-0.0034912915
89.04,176.96,-0.0034931197
89.04,176.96,-0.0034938071
89.05,176.96,-0.0034949269
89.05,176.96,-0.0034956934
89.05,176.96,-0.0034952197
89.05,176.96,-0.0034940689
89.05,176.96,-0.0034928899
89.05,176.96,-0.0034921432
89.05,176.96,-0.0034915297
89.06,176.96,-0.0034917991
89.06,176.96,-0.0034920988
89.06,176.96,-0.0034931328
89.06,176.96,-0.0034932921
89.06,176.96,-0.0034924641
89.06,176.96,-0.0034920793
89.07,176.96,-0.0034921567
89.07,176.96,-0.0034922459
89.07,176.96,-0.0034921463
89.07,176.96,-0.0034923208
89.07,176.96,-0.0034924479
89.08,176.96,-0.0034938507
89.08,176.96,-0.0034948480
89.08,176.96,-0.0034965851
89.08,176.96,-0.0034989016
89.08,176.96,-0.0035010941
89.08,176.96,-0.0035013452
89.09,176.96,-0.0035022652
89.09,176.96,-0.0035029607
89.09,176.96,-0.0035029392
89.09,176.96,-0.0035014274
89.09,176.96,-0.0034996502
89.09,176.96,-0.0034980905
89.1,176.96,-0.0034969246
89.1,176.96,-0.0034976366
89.1,176.96,-0.0034996703
89.1,176.96,-0.0035011044
89.1,176.96,-0.0035022779
89.1,176.96,-0.0035035005
89.1,176.96,-0.0035043497
89.11,176.96,-0.0035047770
89.11,176.96,-0.0035047030
89.11,176.96,-0.0035044849
89.11,176.96,-0.0035040312
89.11,176.96,-0.0035037642
89.11,176.96,-0.0035047376
89.12,176.96,-0.0035067337
89.12,176.96,-0.0035086405
89.12,176.96,-0.0035089183
89.12,176.96,-0.0035081429
89.12,176.96,-0.0035063426
89.13,176.96,-0.0035049064
89.13,176.96,-0.0035047259
89.13,176.96,-0.0035046446
89.13,176.96,-0.0035060906
89.13,176.96,-0.0035067232
89.13,176.96,-0.0035069661
89.14,176.96,-0.0035078502
89.14,176.96,-0.0035090556
89.14,176.96,-0.0035093906
89.14,176.96,-0.0035092485
89.14,176.96,-0.0035077896
89.14,176.96,-0.0035070844
89.15,176.96,-0.0035075669
89.15,176.96,-0.0035090475
89.15,176.96,-0.0035108793
89.15,176.96,-0.0035132494
89.15,176.96,-0.0035146055
89.15,176.96,-0.0035155375
89.15,176.96,-0.0035162094
89.16,176.96,-0.0035179133
89.16,176.96,-0.0035194197
89.16,176.96,-0.0035188327
89.16,176.96,-0.0035182872
89.16,176.96,-0.0035190384
89.16,176.96,-0.0035200546
89.17,176.96,-0.0035200891
89.17,176.96,-0.0035211482
89.17,176.96,-0.0035231452
89.17,176.96,-0.0035252178
89.17,176.96,-0.0035275834
89.18,176.96,-0.0035294440
89.18,176.96,-0.0035317755
89.18,176.96,-0.0035335310
89.18,176.96,-0.0035341213
89.18,176.96,-0.0035344973
89.18,176.96,-0.0035347667
89.19,176.96,-0.0035342715
89.19,176.96,-0.0035343747
89.19,176.96,-0.0035347519
89.19,176.96,-0.0035350268
89.19,176.96,-0.0035347984
89.19,176.96,-0.0035346761
89.2,176.96,-0.0035345213
89.2,176.96,-0.0035334823
89.2,176.96,-0.0035315235
89.2,176.96,-0.0035303967
89.2,176.96,-0.0035294776
89.2,176.96,-0.0035292537
89.2,176.96,-0.0035287666
89.21,176.96,-0.0035304728
89.21,176.96,-0.0035313425
89.21,176.96,-0.0035323851
89.21,176.96,-0.0035331144
89.21,176.96,-0.0035348415
89.21,176.96,-0.0035359950
89.22,176.96,-0.0035357816
89.22,176.96,-0.0035349498
89.22,176.96,-0.0035353343
89.22,176.96,-0.0035349829
89.22,176.96,-0.0035348065
89.23,176.96,-0.0035353687
89.23,176.96,-0.0035349231
89.23,176.96,-0.0035349104
89.23,176.96,-0.0035358696
89.23,176.96,-0.0035384331
89.23,176.96,-0.0035422268
89.24,176.96,-0.0035451109
89.24,176.96,-0.0035470114
89.24,176.96,-0.0035481734
89.24,176.96,-0.0035492990
89.24,176.96,-0.0035506504
89.24,176.96,-0.0035516496
89.25,176.96,-0.0035507972
89.25,176.96,-0.0035494685
89.25,176.96,-0.0035487976
89.25,176.96,-0.0035476937
89.25,176.96,-0.0035471127
89.25,176.96,-0.0035466433
89.25,176.96,-0.0035475364
89.26,176.96,-0.0035486302
89.26,176.96,-0.0035495200
89.26,176.96,-0.0035516090
89.26,176.96,-0.0035525389
89.26,176.96,-0.0035535848
89.26,176.96,-0.0035546629
89.27,176.96,-0.0035547860
89.27,176.96,-0.0035555720
89.27,176.96,-0.0035558734
89.27,176.96,-0.0035555997
89.27,176.96,-0.0035546050
89.28,176.96,-0.0035527050
89.28,176.96,-0.0035506206
89.28,176.96,-0.0035493264
89.28,176.96,-0.0035486360
89.28,176.96,-0.0035482335
89.28,176.96,-0.0035482793
89.29,176.96,-0.0035478380
89.29,176.96,-0.0035475478
89.29,176.96,-0.0035472918
89.29,176.96,-0.0035473790
89.29,176.96,-0.0035479848
89.29,176.96,-0.0035479555
89.3,176.96,-0.0035480778
89.3,176.96,-0.0035488639
89.3,176.96,-0.0035498753
89.3,176.96,-0.0035504525
89.3,176.96,-0.0035517554
89.3,176.96,-0.0035517094
89.3,176.96,-0.0035517223
89.31,176.96,-0.0035514350
89.31,176.96,-0.0035514343
89.31,176.96,-0.0035529034
89.31,176.96,-0.0035537541
89.31,176.96,-0.0035547011
89.31,176.96,-0.0035564935
89.32,176.96,-0.0035585670
89.32,176.96,-0.0035597835
89.32,176.96,-0.0035613537
89.32,176.96,-0.0035612276
89.32,176.96,-0.0035602076
89.33,176.96,-0.0035587780
89.33,176.96,-0.0035575240
89.33,176.96,-0.0035564857
89.33,176.96,-0.0035555964
89.33,176.96,-0.0035549827
89.33,176.96,-0.0035544386
89.34,176.96,-0.0035532870
89.34,176.96,-0.0035531271
89.34,176.96,-0.0035523086
89.34,176.96,-0.0035524094
89.34,176.96,-0.0035543144
89.34,176.96,-0.0035573440
89.35,176.96,-0.0035589993
89.35,176.96,-0.0035605083
89.35,176.96,-0.0035626085
89.35,176.96,-0.0035643299
89.35,176.96,-0.0035660551
89.35,176.96,-0.0035673053
89.35,176.96,-0.0035670664
89.36,176.96,-0.0035658784
89.36,176.96,-0.0035644088
89.36,176.96,-0.0035635366
89.36,176.96,-0.0035645301
89.36,176.96,-0.0035651474
89.36,176.96,-0.0035641828
89.37,176.96,-0.0035631139
89.37,176.96,-0.0035608864
89.37,176.96,-0.0035590227
89.37,176.96,-0.0035590980
89.37,176.96,-0.0035603402
89.38,176.96,-0.0035620949
89.38,176.96,-0.0035634143
89.38,176.96,-0.0035653865
89.38,176.96,-0.0035671449
89.38,176.96,-0.0035684040
89.38,176.96,-0.0035682685
89.39,176.96,-0.0035683067
89.39,176.96,-0.0035676143
89.39,176.96,-0.0035667245
89.39,176.96,-0.0035650938
89.39,176.96,-0.0035641522
89.39,176.96,-0.0035651331
89.4,176.96,-0.0035664291
89.4,176.96,-0.0035683315
89.4,176.96,-0.0035694294
89.4,176.96,-0.0035685945
89.4,176.96,-0.0035682743
89.4,176.96,-0.0035670767
89.4,176.96,-0.0035682034
89.41,176.96,-0.0035690291
89.41,176.96,-0.0035696898
89.41,176.96,-0.0035711856
89.41,176.96,-0.0035739999
89.41,176.96,-0.0035759890
89.41,176.96,-0.0035798602
89.42,176.96,-0.0035835440
89.42,176.96,-0.0035871398
89.42,176.96,-0.0035898085
89.42,176.96,-0.0035908773
89.42,176.96,-0.0035917809
89.43,176.96,-0.0035902596
89.43,176.96,-0.0035865986
89.43,176.96,-0.0035812244
89.43,176.96,-0.0035778689
89.43,176.96,-0.0035751176
89.43,176.96,-0.0035742478
89.44,176.96,-0.0035744760
89.44,176.96,-0.0035750399
89.44,176.96,-0.0035753579
89.44,176.96,-0.0035769250
89.44,176.96,-0.0035797217
89.44,176.96,-0.0035811012
89.45,176.96,-0.0035810757
89.45,176.96,-0.0035808780
89.45,176.96,-0.0035799744
89.45,176.96,-0.0035800741
89.45,176.96,-0.0035808134
89.45,176.96,-0.0035816066
89.45,176.96,-0.0035831900
89.46,176.96,-0.0035840263
89.46,176.96,-0.0035851579
89.46,176.96,-0.0035865698
89.46,176.96,-0.0035883138
89.46,176.96,-0.0035897405
89.46,176.96,-0.0035896697
89.47,176.96,-0.0035892727
89.47,176.96,-0.0035896084
89.47,176.96,-0.0035885746
89.47,176.96,-0.0035880747
89.47,176.96,-0.0035876129
89.48,176.96,-0.0035868914
89.48,176.96,-0.0035860007
89.48,176.96,-0.0035865705
89.48,176.96,-0.0035860109
89.48,176.96,-0.0035867860
89.48,176.96,-0.0035862074
89.49,176.96,-0.0035862153
89.49,176.96,-0.0035874863
89.49,176.96,-0.0035899372
89.49,176.96,-0.0035923314
89.49,176.96,-0.0035950046
89.49,176.96,-0.0035971472
89.5,176.96,-0.0035972760
89.5,176.96,-0.0035975313
89.5,176.96,-0.0035970118
89.5,176.96,-0.0035977807
89.5,176.96,-0.0035979757
89.5,176.96,-0.0035989060
89.5,176.96,-0.0036006968
89.51,176.96,-0.0036007552
89.51,176.96,-0.0036010196
89.51,176.96,-0.0036012969
89.51,176.96,-0.0036006246
89.51,176.96,-0.0035994592
89.51,176.96,-0.0035975385
89.52,176.96,-0.0035951095
89.52,176.96,-0.0035945776
89.52,176.96,-0.0035930376
89.52,176.96,-0.0035928037
89.52,176.96,-0.0035926569
89.53,176.96,-0.0035936694
89.53,176.96,-0.0035943224
89.53,176.96,-0.0035953691
89.53,176.96,-0.0035950520
89.53,176.96,-0.0035949335
89.53,176.96,-0.0035950089
89.54,176.96,-0.0035951467
89.54,176.96,-0.0035953467
89.54,176.96,-0.0035956671
89.54,176.96,-0.0035960462
89.54,176.96,-0.0035952847
89.54,176.96,-0.0035951133
89.55,176.96,-0.0035956478
89.55,176.96,-0.0035950081
89.55,176.96,-0.0035947316
89.55,176.96,-0.0035965807
89.55,176.96,-0.0035988429
89.55,176.96,-0.0036003699
89.55,176.96,-0.0036004446
89.56,176.96,-0.0036007841
89.56,176.96,-0.0036007733
89.56,176.96,-0.0036018369
89.56,176.96,-0.0036028378
89.56,176.96,-0.0036034057
89.56,176.96,-0.0036032965
89.57,176.96,-0.0036033115
89.57,176.96,-0.0036032991
