Time (min),Temperature (°C),Heat Flow (W/g)
1.44,38.56,-0.1742972412
1.44,38.57,-0.1743137054
1.44,38.59,-0.1743300476
1.45,38.61,-0.1743462677
1.45,38.62,-0.1743618774
1.45,38.64,-0.1743771667
1.45,38.66,-0.1743926544
1.45,38.67,-0.1744095612
1.46,38.69,-0.1744266968
1.46,38.71,-0.1744438629
1.46,38.72,-0.1744608917
1.46,38.74,-0.1744781647
1.46,38.76,-0.1744953613
1.46,38.77,-0.1745120544
1.47,38.79,-0.1745289459
1.47,38.81,-0.1745441742
1.47,38.82,-0.1745585785
1.47,38.84,-0.1745723267
1.47,38.85,-0.1745862427
1.47,38.87,-0.1746004791
1.48,38.89,-0.1746145935
1.48,38.91,-0.1746298828
1.48,38.92,-0.1746454163
1.48,38.94,-0.1746610718
1.48,38.96,-0.1746769104
1.48,38.97,-0.1746920319
1.48,38.99,-0.1747076874
1.49,39.01,-0.1747228699
1.49,39.02,-0.1747390289
1.49,39.04,-0.1747558899
1.49,39.06,-0.1747717743
1.49,39.07,-0.1747878113
1.49,39.09,-0.1748045349
1.5,39.1,-0.1748210297
1.5,39.12,-0.1748385315
1.5,39.14,-0.1748563080
1.5,39.15,-0.1748734589
1.5,39.17,-0.1748895111
1.51,39.19,-0.1749048920
1.51,39.2,-0.1749183350
1.51,39.22,-0.1749309540
1.51,39.24,-0.1749440002
1.51,39.26,-0.1749565735
1.51,39.27,-0.1749696198
1.52,39.29,-0.1749826202
1.52,39.31,-0.1749962769
1.52,39.32,-0.1750105438
1.52,39.34,-0.1750240326
1.52,39.35,-0.1750364838
1.52,39.37,-0.1750478363
1.53,39.39,-0.1750605621
1.53,39.4,-0.1750743103
1.53,39.42,-0.1750885315
1.53,39.44,-0.1751030579
1.53,39.45,-0.1751172485
1.53,39.47,-0.1751311035
1.53,39.49,-0.1751449280
1.54,39.5,-0.1751596375
1.54,39.52,-0.1751757202
1.54,39.54,-0.1751905823
1.54,39.55,-0.1752040863
1.54,39.57,-0.1752183685
1.54,39.59,-0.1752335510
1.55,39.6,-0.1752490234
1.55,39.62,-0.1752621307
1.55,39.64,-0.1752752380
1.55,39.65,-0.1752889557
1.55,39.67,-0.1753031464
1.56,39.69,-0.1753175049
1.56,39.7,-0.1753310852
1.56,39.72,-0.1753443146
1.56,39.74,-0.1753571930
1.56,39.75,-0.1753694153
1.56,39.77,-0.1753818817
1.57,39.79,-0.1753934174
1.57,39.8,-0.1754034882
1.57,39.82,-0.1754135590
1.57,39.84,-0.1754261017
1.57,39.85,-0.1754406738
1.57,39.87,-0.1754562836
1.58,39.89,-0.1754720764
1.58,39.9,-0.1754874420
1.58,39.92,-0.1755019379
1.58,39.94,-0.1755159302
1.58,39.95,-0.1755305939
1.58,39.97,-0.1755450745
1.58,39.99,-0.1755584869
1.59,40,-0.1755714569
1.59,40.02,-0.1755836334
1.59,40.04,-0.1755969543
1.59,40.05,-0.1756102142
1.59,40.07,-0.1756240540
1.59,40.09,-0.1756382141
1.6,40.1,-0.1756525574
1.6,40.12,-0.1756666107
1.6,40.14,-0.1756806335
1.6,40.15,-0.1756941071
1.6,40.17,-0.1757081604
1.61,40.19,-0.1757220001
1.61,40.2,-0.1757361145
1.61,40.22,-0.1757499542
1.61,40.24,-0.1757657318
1.61,40.25,-0.1757812500
1.61,40.27,-0.1757965393
1.62,40.29,-0.1758118439
1.62,40.3,-0.1758266144
1.62,40.32,-0.1758409271
1.62,40.34,-0.1758549957
1.62,40.35,-0.1758690491
1.62,40.37,-0.1758825073
1.63,40.39,-0.1758962097
1.63,40.4,-0.1759105377
1.63,40.42,-0.1759238281
1.63,40.44,-0.1759369049
1.63,40.45,-0.1759501648
1.63,40.47,-0.1759636078
1.63,40.49,-0.1759772491
1.64,40.5,-0.1759910583
1.64,40.52,-0.1760053711
1.64,40.54,-0.1760194244
1.64,40.55,-0.1760335541
1.64,40.57,-0.1760484772
1.64,40.59,-0.1760633698
1.65,40.6,-0.1760777893
1.65,40.62,-0.1760912628
1.65,40.64,-0.1761054688
1.65,40.65,-0.1761207275
1.65,40.67,-0.1761344604
1.66,40.69,-0.1761488342
1.66,40.7,-0.1761639404
1.66,40.72,-0.1761797333
1.66,40.74,-0.1761954651
1.66,40.75,-0.1762107697
1.66,40.77,-0.1762243195
1.67,40.79,-0.1762367249
1.67,40.8,-0.1762498627
1.67,40.82,-0.1762635498
1.67,40.84,-0.1762760315
1.67,40.85,-0.1762884827
1.67,40.87,-0.1763010864
1.68,40.89,-0.1763153381
1.68,40.9,-0.1763309021
1.68,40.92,-0.1763462067
1.68,40.94,-0.1763613586
1.68,40.95,-0.1763760986
1.68,40.97,-0.1763901978
1.68,40.99,-0.1764032440
1.69,41,-0.1764164429
1.69,41.02,-0.1764292908
1.69,41.04,-0.1764416809
1.69,41.05,-0.1764546509
1.69,41.07,-0.1764687042
1.69,41.09,-0.1764817505
1.7,41.1,-0.1764951477
1.7,41.12,-0.1765088959
1.7,41.13,-0.1765216370
1.7,41.15,-0.1765344391
1.7,41.17,-0.1765463867
1.71,41.19,-0.1765584564
1.71,41.2,-0.1765715179
1.71,41.22,-0.1765856323
1.71,41.24,-0.1765998535
1.71,41.25,-0.1766137238
1.71,41.27,-0.1766272736
1.72,41.29,-0.1766404572
1.72,41.3,-0.1766539764
1.72,41.32,-0.1766676331
1.72,41.34,-0.1766800079
1.72,41.35,-0.1766921844
1.72,41.37,-0.1767046204
1.73,41.38,-0.1767167511
1.73,41.4,-0.1767280579
1.73,41.42,-0.1767412109
1.73,41.44,-0.1767532654
1.73,41.45,-0.1767660217
1.73,41.47,-0.1767788239
1.73,41.48,-0.1767927246
1.74,41.5,-0.1768067474
1.74,41.52,-0.1768208313
1.74,41.53,-0.1768348236
1.74,41.55,-0.1768495636
1.74,41.57,-0.1768625336
1.74,41.58,-0.1768754730
1.75,41.6,-0.1768871765
1.75,41.62,-0.1768989410
1.75,41.63,-0.1769108582
1.75,41.65,-0.1769233398
1.75,41.67,-0.1769351196
1.76,41.68,-0.1769459229
1.76,41.7,-0.1769564056
1.76,41.72,-0.1769668121
1.76,41.73,-0.1769768372
1.76,41.75,-0.1769867401
1.76,41.77,-0.1769969482
1.77,41.78,-0.1770069427
1.77,41.8,-0.1770186462
1.77,41.82,-0.1770321655
1.77,41.83,-0.1770473785
1.77,41.85,-0.1770612335
1.77,41.87,-0.1770732269
1.78,41.89,-0.1770851746
1.78,41.9,-0.1770985260
1.78,41.92,-0.1771106567
1.78,41.93,-0.1771232147
1.78,41.95,-0.1771338806
1.78,41.97,-0.1771451416
1.78,41.98,-0.1771560211
1.79,42,-0.1771690521
1.79,42.02,-0.1771826935
1.79,42.03,-0.1771953430
1.79,42.05,-0.1772084656
1.79,42.07,-0.1772229767
1.79,42.09,-0.1772374115
1.8,42.1,-0.1772525635
1.8,42.12,-0.1772675934
1.8,42.14,-0.1772823944
1.8,42.15,-0.1772954254
1.8,42.17,-0.1773077545
1.81,42.19,-0.1773203278
1.81,42.2,-0.1773327484
1.81,42.22,-0.1773448944
1.81,42.23,-0.1773565063
1.81,42.25,-0.1773689270
1.81,42.27,-0.1773800812
1.82,42.29,-0.1773912048
1.82,42.3,-0.1774039154
1.82,42.32,-0.1774170532
1.82,42.34,-0.1774297485
1.82,42.35,-0.1774415436
1.82,42.37,-0.1774528809
1.83,42.39,-0.1774645081
1.83,42.4,-0.1774755707
1.83,42.42,-0.1774861755
1.83,42.44,-0.1774976959
1.83,42.45,-0.1775093994
1.83,42.47,-0.1775212708
1.83,42.48,-0.1775330353
1.84,42.5,-0.1775448914
1.84,42.52,-0.1775576630
1.84,42.53,-0.1775720520
1.84,42.55,-0.1775868988
1.84,42.57,-0.1776021576
1.84,42.58,-0.1776163635
1.85,42.6,-0.1776298370
1.85,42.62,-0.1776427460
1.85,42.64,-0.1776561890
1.85,42.65,-0.1776690979
1.85,42.67,-0.1776806030
1.86,42.68,-0.1776929321
1.86,42.7,-0.1777054901
1.86,42.72,-0.1777195587
1.86,42.73,-0.1777339478
1.86,42.75,-0.1777476044
1.86,42.77,-0.1777612457
1.87,42.78,-0.1777733612
1.87,42.8,-0.1777841034
1.87,42.82,-0.1777951202
1.87,42.83,-0.1778075104
1.87,42.85,-0.1778201447
1.87,42.87,-0.1778340149
1.88,42.88,-0.1778471680
1.88,42.9,-0.1778620911
1.88,42.92,-0.1778771210
1.88,42.93,-0.1778916016
1.88,42.95,-0.1779058838
1.88,42.97,-0.1779202576
1.88,42.98,-0.1779329834
1.89,43,-0.1779448395
1.89,43.02,-0.1779557953
1.89,43.03,-0.1779667969
1.89,43.05,-0.1779780884
1.89,43.07,-0.1779885864
1.89,43.08,-0.1779992981
1.9,43.1,-0.1780103455
1.9,43.12,-0.1780214844
1.9,43.13,-0.1780340729
1.9,43.15,-0.1780468597
1.9,43.17,-0.1780608826
1.91,43.18,-0.1780745697
1.91,43.2,-0.1780864716
1.91,43.22,-0.1780990601
1.91,43.23,-0.1781122284
1.91,43.25,-0.1781241150
1.91,43.27,-0.1781363525
1.92,43.28,-0.1781494751
1.92,43.3,-0.1781621399
1.92,43.32,-0.1781756897
1.92,43.33,-0.1781886444
1.92,43.35,-0.1782008362
1.92,43.37,-0.1782131958
1.93,43.38,-0.1782255096
1.93,43.4,-0.1782389069
1.93,43.42,-0.1782526245
1.93,43.43,-0.1782657318
1.93,43.45,-0.1782795410
1.93,43.47,-0.1782947388
1.93,43.48,-0.1783097839
1.94,43.5,-0.1783244781
1.94,43.52,-0.1783392181
1.94,43.53,-0.1783530731
1.94,43.55,-0.1783651276
1.94,43.57,-0.1783779144
1.94,43.59,-0.1783903503
1.95,43.6,-0.1784029541
1.95,43.62,-0.1784156799
1.95,43.63,-0.1784290924
1.95,43.65,-0.1784415283
1.95,43.67,-0.1784536438
1.96,43.68,-0.1784658356
1.96,43.7,-0.1784776154
1.96,43.72,-0.1784895477
1.96,43.73,-0.1785007782
1.96,43.75,-0.1785110321
1.96,43.77,-0.1785214386
1.97,43.78,-0.1785316162
1.97,43.8,-0.1785441742
1.97,43.82,-0.1785577087
1.97,43.83,-0.1785730743
1.97,43.85,-0.1785890503
1.97,43.87,-0.1786051788
1.98,43.88,-0.1786232605
1.98,43.9,-0.1786403809
1.98,43.92,-0.1786566620
1.98,43.93,-0.1786711884
1.98,43.95,-0.1786835327
1.98,43.97,-0.1786954651
1.98,43.98,-0.1787086639
1.99,44,-0.1787205048
1.99,44.02,-0.1787337189
1.99,44.03,-0.1787478485
1.99,44.05,-0.1787620392
1.99,44.07,-0.1787759247
1.99,44.08,-0.1787896576
2,44.1,-0.1788042603
2,44.12,-0.1788183441
2,44.13,-0.1788319550
2,44.15,-0.1788457336
2,44.17,-0.1788590851
2.01,44.18,-0.1788725281
2.01,44.2,-0.1788860474
2.01,44.22,-0.1789002380
2.01,44.23,-0.1789138336
2.01,44.25,-0.1789267273
2.01,44.27,-0.1789389496
2.02,44.28,-0.1789515991
2.02,44.3,-0.1789655151
2.02,44.32,-0.1789786224
2.02,44.33,-0.1789923859
2.02,44.35,-0.1790072937
2.02,44.37,-0.1790216827
2.03,44.38,-0.1790364838
2.03,44.4,-0.1790517578
2.03,44.42,-0.1790663452
2.03,44.43,-0.1790796356
2.03,44.45,-0.1790922852
2.03,44.47,-0.1791036530
2.03,44.48,-0.1791159515
2.04,44.5,-0.1791286316
2.04,44.52,-0.1791412506
2.04,44.53,-0.1791541290
2.04,44.55,-0.1791660919
2.04,44.57,-0.1791778259
2.04,44.58,-0.1791905670
2.05,44.6,-0.1792032471
2.05,44.62,-0.1792158356
2.05,44.63,-0.1792269745
2.05,44.65,-0.1792382202
2.05,44.67,-0.1792505341
2.06,44.68,-0.1792632446
2.06,44.7,-0.1792757263
2.06,44.72,-0.1792891083
2.06,44.73,-0.1793028717
2.06,44.75,-0.1793167725
2.06,44.77,-0.1793308411
2.07,44.78,-0.1793444519
2.07,44.8,-0.1793587952
2.07,44.82,-0.1793720245
2.07,44.83,-0.1793855133
2.07,44.85,-0.1793976746
2.07,44.87,-0.1794095306
2.08,44.88,-0.1794214630
2.08,44.9,-0.1794325256
2.08,44.92,-0.1794432831
2.08,44.93,-0.1794542389
2.08,44.95,-0.1794655457
2.08,44.97,-0.1794772797
2.08,44.98,-0.1794894409
2.09,45,-0.1795017395
2.09,45.02,-0.1795139923
2.09,45.03,-0.1795262146
2.09,45.05,-0.1795384064
2.09,45.07,-0.1795514069
2.09,45.08,-0.1795633240
2.1,45.1,-0.1795756226
2.1,45.12,-0.1795880127
2.1,45.13,-0.1796003876
2.1,45.15,-0.1796132813
2.1,45.17,-0.1796253510
2.11,45.18,-0.1796378174
2.11,45.2,-0.1796511841
2.11,45.22,-0.1796635132
2.11,45.23,-0.1796756897
2.11,45.25,-0.1796875153
2.11,45.27,-0.1796993866
2.12,45.28,-0.1797117004
2.12,45.3,-0.1797231598
2.12,45.32,-0.1797361298
2.12,45.33,-0.1797496033
2.12,45.35,-0.1797635193
2.12,45.37,-0.1797764893
2.13,45.38,-0.1797889252
2.13,45.4,-0.1798010712
2.13,45.42,-0.1798135529
2.13,45.43,-0.1798260651
2.13,45.45,-0.1798378143
2.13,45.47,-0.1798491516
2.14,45.48,-0.1798601685
2.14,45.5,-0.1798712311
2.14,45.52,-0.1798819122
2.14,45.53,-0.1798937378
2.14,45.55,-0.1799053802
2.14,45.57,-0.1799180756
2.14,45.58,-0.1799315796
2.15,45.6,-0.1799441681
2.15,45.62,-0.1799571838
2.15,45.63,-0.1799699402
2.15,45.65,-0.1799822540
2.15,45.67,-0.1799949799
2.16,45.68,-0.1800069122
2.16,45.7,-0.1800193176
2.16,45.72,-0.1800314026
2.16,45.73,-0.1800427856
2.16,45.75,-0.1800550385
2.16,45.77,-0.1800685120
2.16,45.78,-0.1800813904
2.17,45.8,-0.1800933228
2.17,45.82,-0.1801062775
2.17,45.83,-0.1801183777
2.17,45.85,-0.1801302032
2.17,45.87,-0.1801422272
2.18,45.88,-0.1801554565
2.18,45.9,-0.1801673889
2.18,45.92,-0.1801800385
2.18,45.93,-0.1801926117
2.18,45.95,-0.1802065125
2.18,45.97,-0.1802195435
2.19,45.98,-0.1802330780
2.19,46,-0.1802451630
2.19,46.02,-0.1802580719
2.19,46.03,-0.1802697906
2.19,46.05,-0.1802814941
2.19,46.07,-0.1802920380
2.19,46.08,-0.1803019257
2.2,46.1,-0.1803133087
2.2,46.11,-0.1803246918
2.2,46.13,-0.1803361053
2.2,46.15,-0.1803484344
2.2,46.17,-0.1803619232
2.21,46.18,-0.1803746643
2.21,46.2,-0.1803880768
2.21,46.22,-0.1804012756
2.21,46.23,-0.1804133606
2.21,46.25,-0.1804253540
2.21,46.27,-0.1804371490
2.21,46.28,-0.1804501038
2.22,46.3,-0.1804620209
2.22,46.32,-0.1804727325
2.22,46.33,-0.1804834290
2.22,46.35,-0.1804937134
2.22,46.37,-0.1805034485
2.23,46.38,-0.1805129852
2.23,46.4,-0.1805230865
2.23,46.42,-0.1805339355
2.23,46.43,-0.1805457153
2.23,46.45,-0.1805590515
2.23,46.47,-0.1805733490
2.24,46.48,-0.1805864258
2.24,46.5,-0.1805988007
2.24,46.52,-0.1806111298
2.24,46.53,-0.1806236725
2.24,46.55,-0.1806348419
2.24,46.57,-0.1806443939
2.24,46.58,-0.1806537628
2.25,46.6,-0.1806642761
2.25,46.62,-0.1806764374
2.25,46.63,-0.1806885071
2.25,46.65,-0.1807016449
2.25,46.67,-0.1807145081
2.26,46.68,-0.1807273407
2.26,46.7,-0.1807407837
2.26,46.72,-0.1807538147
2.26,46.73,-0.1807672424
2.26,46.75,-0.1807805939
2.26,46.77,-0.1807929077
2.26,46.78,-0.1808060913
2.27,46.8,-0.1808208466
2.27,46.82,-0.1808350372
2.27,46.83,-0.1808491821
2.27,46.85,-0.1808639221
2.27,46.87,-0.1808774414
2.28,46.88,-0.1808900909
2.28,46.9,-0.1809016571
2.28,46.92,-0.1809125366
2.28,46.93,-0.1809237823
2.28,46.95,-0.1809350586
2.28,46.97,-0.1809471436
2.29,46.98,-0.1809595795
2.29,47,-0.1809718475
2.29,47.02,-0.1809841003
2.29,47.03,-0.1809952698
2.29,47.05,-0.1810053406
2.29,47.07,-0.1810156097
2.29,47.08,-0.1810253754
2.3,47.1,-0.1810355225
2.3,47.12,-0.1810458374
2.3,47.13,-0.1810572357
2.3,47.15,-0.1810702209
2.3,47.17,-0.1810843506
2.31,47.18,-0.1810984344
2.31,47.2,-0.1811126404
2.31,47.22,-0.1811273651
2.31,47.23,-0.1811418152
2.31,47.25,-0.1811575775
2.31,47.27,-0.1811727753
2.31,47.28,-0.1811882629
2.32,47.3,-0.1812017365
2.32,47.32,-0.1812150421
2.32,47.33,-0.1812266541
2.32,47.35,-0.1812367249
2.32,47.37,-0.1812461243
2.33,47.38,-0.1812554321
2.33,47.4,-0.1812651672
2.33,47.42,-0.1812751312
2.33,47.43,-0.1812862091
2.33,47.45,-0.1812981110
2.33,47.47,-0.1813118744
2.34,47.48,-0.1813256683
2.34,47.5,-0.1813399658
2.34,47.52,-0.1813535309
2.34,47.53,-0.1813660736
2.34,47.55,-0.1813770142
2.34,47.57,-0.1813890228
2.34,47.58,-0.1814001617
2.35,47.6,-0.1814117737
2.35,47.62,-0.1814231873
2.35,47.63,-0.1814346466
2.35,47.65,-0.1814460602
2.35,47.67,-0.1814573975
2.36,47.68,-0.1814691772
2.36,47.7,-0.1814806366
2.36,47.72,-0.1814907684
2.36,47.73,-0.1815010529
2.36,47.75,-0.1815115204
2.36,47.77,-0.1815219421
2.36,47.78,-0.1815338287
2.37,47.8,-0.1815461121
2.37,47.82,-0.1815588226
2.37,47.83,-0.1815715942
2.37,47.85,-0.1815838623
2.37,47.87,-0.1815962067
2.38,47.88,-0.1816079254
2.38,47.9,-0.1816194305
2.38,47.92,-0.1816289825
2.38,47.93,-0.1816383362
2.38,47.95,-0.1816488037
2.38,47.97,-0.1816591492
2.39,47.98,-0.1816693878
2.39,48,-0.1816805878
2.39,48.02,-0.1816909485
2.39,48.03,-0.1817009735
2.39,48.05,-0.1817104950
2.39,48.07,-0.1817193604
2.39,48.08,-0.1817292023
2.4,48.1,-0.1817380219
2.4,48.12,-0.1817469482
2.4,48.13,-0.1817559509
2.4,48.15,-0.1817651062
2.4,48.17,-0.1817743530
2.41,48.18,-0.1817841949
2.41,48.2,-0.1817938843
2.41,48.22,-0.1818048096
2.41,48.23,-0.1818162079
2.41,48.25,-0.1818284760
2.41,48.27,-0.1818402100
2.41,48.28,-0.1818526917
2.42,48.3,-0.1818657532
2.42,48.32,-0.1818790741
2.42,48.33,-0.1818916016
2.42,48.35,-0.1819034729
2.42,48.37,-0.1819152069
2.43,48.38,-0.1819275055
2.43,48.4,-0.1819407196
2.43,48.42,-0.1819541473
2.43,48.43,-0.1819676819
2.43,48.45,-0.1819804382
2.43,48.47,-0.1819923706
2.44,48.48,-0.1820030823
2.44,48.5,-0.1820135193
2.44,48.52,-0.1820224762
2.44,48.53,-0.1820300140
2.44,48.55,-0.1820381927
2.44,48.57,-0.1820471497
2.44,48.58,-0.1820576630
2.45,48.6,-0.1820690613
2.45,48.62,-0.1820821381
2.45,48.63,-0.1820968323
2.45,48.65,-0.1821158905
2.45,48.67,-0.1821302338
2.46,48.68,-0.1821439362
2.46,48.7,-0.1821573029
2.46,48.72,-0.1821697540
2.46,48.73,-0.1821830444
2.46,48.75,-0.1821952362
2.46,48.77,-0.1822075348
2.46,48.78,-0.1822197723
2.47,48.8,-0.1822325439
2.47,48.82,-0.1822462006
2.47,48.83,-0.1822597351
2.47,48.85,-0.1822752686
2.47,48.87,-0.1822899628
2.48,48.88,-0.1823029938
2.48,48.9,-0.1823156128
2.48,48.92,-0.1823278961
2.48,48.93,-0.1823399506
2.48,48.95,-0.1823514099
2.48,48.97,-0.1823619995
2.49,48.98,-0.1823719177
2.49,49,-0.1823813324
2.49,49.02,-0.1823909149
2.49,49.03,-0.1824007263
2.49,49.05,-0.1824121552
2.49,49.07,-0.1824236298
2.49,49.08,-0.1824361877
2.5,49.1,-0.1824491272
2.5,49.12,-0.1824632874
2.5,49.13,-0.1824775238
2.5,49.15,-0.1824908295
2.5,49.17,-0.1825041656
2.51,49.18,-0.1825157013
2.51,49.2,-0.1825266266
2.51,49.22,-0.1825372467
2.51,49.23,-0.1825480194
2.51,49.25,-0.1825592346
2.51,49.27,-0.1825707092
2.51,49.28,-0.1825828400
2.52,49.3,-0.1825949707
2.52,49.32,-0.1826073151
2.52,49.33,-0.1826192627
2.52,49.35,-0.1826305237
2.52,49.37,-0.1826406555
2.53,49.38,-0.1826499176
2.53,49.4,-0.1826588440
2.53,49.42,-0.1826672211
2.53,49.43,-0.1826781311
2.53,49.45,-0.1826903992
2.53,49.47,-0.1827008057
2.54,49.48,-0.1827120667
2.54,49.5,-0.1827243958
2.54,49.52,-0.1827376556
2.54,49.53,-0.1827505798
2.54,49.55,-0.1827633362
2.54,49.57,-0.1827759552
2.54,49.58,-0.1827873230
2.55,49.6,-0.1827971191
2.55,49.62,-0.1828061066
2.55,49.63,-0.1828161926
2.55,49.65,-0.1828265533
2.55,49.67,-0.1828361511
2.56,49.68,-0.1828471527
2.56,49.7,-0.1828583984
2.56,49.72,-0.1828705902
2.56,49.73,-0.1828826294
2.56,49.75,-0.1828949738
2.56,49.77,-0.1829076996
2.56,49.78,-0.1829198914
2.57,49.8,-0.1829308167
2.57,49.82,-0.1829413300
2.57,49.83,-0.1829519806
2.57,49.85,-0.1829627075
2.57,49.87,-0.1829723206
2.58,49.88,-0.1829811707
2.58,49.9,-0.1829925690
2.58,49.92,-0.1830050201
2.58,49.93,-0.1830178528
2.58,49.95,-0.1830305328
2.58,49.97,-0.1830442657
2.59,49.98,-0.1830568085
2.59,50,-0.1830694580
2.59,50.02,-0.1830811462
2.59,50.03,-0.1830922852
2.59,50.05,-0.1831038818
2.59,50.07,-0.1831143494
2.59,50.08,-0.1831260376
2.6,50.1,-0.1831388397
2.6,50.12,-0.1831508484
2.6,50.13,-0.1831618195
2.6,50.15,-0.1831737061
2.6,50.17,-0.1831853790
2.61,50.18,-0.1831978760
2.61,50.2,-0.1832112427
2.61,50.22,-0.1832242279
2.61,50.23,-0.1832364655
2.61,50.25,-0.1832481232
2.61,50.27,-0.1832591858
2.61,50.28,-0.1832701721
2.62,50.3,-0.1832813721
2.62,50.32,-0.1832918701
2.62,50.33,-0.1833025513
2.62,50.35,-0.1833134308
2.62,50.37,-0.1833245392
2.63,50.38,-0.1833364258
2.63,50.4,-0.1833490448
2.63,50.42,-0.1833609772
2.63,50.43,-0.1833727264
2.63,50.45,-0.1833844299
2.63,50.47,-0.1833957214
2.64,50.48,-0.1834075470
2.64,50.5,-0.1834190063
2.64,50.52,-0.1834300537
2.64,50.53,-0.1834410858
2.64,50.55,-0.1834513855
2.64,50.57,-0.1834618225
2.64,50.58,-0.1834730225
2.65,50.6,-0.1834848328
2.65,50.62,-0.1834965210
2.65,50.63,-0.1835077515
2.65,50.65,-0.1835188751
2.65,50.67,-0.1835311279
2.66,50.69,-0.1835435028
2.66,50.7,-0.1835557709
2.66,50.72,-0.1835674286
2.66,50.73,-0.1835786438
2.66,50.75,-0.1835883484
2.66,50.77,-0.1835978394
2.66,50.78,-0.1836075592
2.67,50.8,-0.1836176605
2.67,50.82,-0.1836288910
2.67,50.83,-0.1836392365
2.67,50.85,-0.1836496582
2.67,50.87,-0.1836602936
2.68,50.88,-0.1836723633
2.68,50.9,-0.1836844940
2.68,50.92,-0.1836963959
2.68,50.93,-0.1837084656
2.68,50.95,-0.1837201385
2.68,50.97,-0.1837316742
2.69,50.98,-0.1837437439
2.69,51,-0.1837563782
2.69,51.02,-0.1837684021
2.69,51.03,-0.1837799683
2.69,51.05,-0.1837912750
2.69,51.07,-0.1838016357
2.69,51.08,-0.1838128815
2.7,51.1,-0.1838253326
2.7,51.12,-0.1838378906
2.7,51.13,-0.1838511810
2.7,51.15,-0.1838643799
2.7,51.17,-0.1838774109
2.71,51.18,-0.1838887329
2.71,51.2,-0.1838990326
2.71,51.22,-0.1839100647
2.71,51.23,-0.1839208374
2.71,51.25,-0.1839309082
2.71,51.27,-0.1839405212
2.71,51.28,-0.1839502563
2.72,51.3,-0.1839600067
2.72,51.32,-0.1839705353
2.72,51.33,-0.1839808807
2.72,51.35,-0.1839895020
2.72,51.37,-0.1839986420
2.73,51.38,-0.1840076447
2.73,51.4,-0.1840163727
2.73,51.42,-0.1840253601
2.73,51.43,-0.1840346832
2.73,51.45,-0.1840450439
2.73,51.47,-0.1840552979
2.74,51.48,-0.1840671234
2.74,51.5,-0.1840798645
2.74,51.52,-0.1840916901
2.74,51.53,-0.1841024170
2.74,51.55,-0.1841126251
2.74,51.57,-0.1841239166
2.74,51.58,-0.1841346436
2.75,51.6,-0.1841445465
2.75,51.62,-0.1841537018
2.75,51.63,-0.1841633606
2.75,51.65,-0.1841734619
2.75,51.67,-0.1841843262
2.76,51.68,-0.1841950531
2.76,51.7,-0.1842055664
2.76,51.72,-0.1842161407
2.76,51.73,-0.1842259827
2.76,51.75,-0.1842368164
2.76,51.77,-0.1842490692
2.76,51.78,-0.1842612915
2.77,51.8,-0.1842727966
2.77,51.82,-0.1842852325
2.77,51.83,-0.1842974091
2.77,51.85,-0.1843093872
2.77,51.87,-0.1843225708
2.78,51.88,-0.1843350525
2.78,51.9,-0.1843471832
2.78,51.92,-0.1843590698
2.78,51.93,-0.1843701935
2.78,51.95,-0.1843807373
2.78,51.97,-0.1843915253
2.79,51.98,-0.1844028015
2.79,52,-0.1844133911
2.79,52.02,-0.1844220886
2.79,52.03,-0.1844308624
2.79,52.05,-0.1844403229
2.79,52.07,-0.1844498596
2.79,52.08,-0.1844595337
2.8,52.1,-0.1844701233
2.8,52.12,-0.1844815674
2.8,52.13,-0.1844934082
2.8,52.15,-0.1845054321
2.8,52.17,-0.1845179901
2.81,52.18,-0.1845306854
2.81,52.2,-0.1845431671
2.81,52.22,-0.1845554657
2.81,52.23,-0.1845681458
2.81,52.25,-0.1845789185
2.81,52.27,-0.1845893402
2.81,52.28,-0.1845993195
2.82,52.3,-0.1846094208
2.82,52.32,-0.1846197052
2.82,52.33,-0.1846304779
2.82,52.35,-0.1846425629
2.82,52.37,-0.1846566467
2.83,52.38,-0.1846706238
2.83,52.4,-0.1846836548
2.83,52.42,-0.1846959534
2.83,52.43,-0.1847085114
2.83,52.45,-0.1847210236
2.83,52.47,-0.1847323303
2.84,52.48,-0.1847414856
2.84,52.5,-0.1847509155
2.84,52.52,-0.1847594757
2.84,52.53,-0.1847681885
2.84,52.55,-0.1847781067
2.84,52.57,-0.1847896118
2.84,52.58,-0.1848005829
2.85,52.6,-0.1848118286
2.85,52.62,-0.1848244476
2.85,52.63,-0.1848375854
2.85,52.65,-0.1848510742
2.85,52.67,-0.1848642731
2.86,52.68,-0.1848759918
2.86,52.7,-0.1848881073
2.86,52.72,-0.1848995972
2.86,52.73,-0.1849107819
2.86,52.75,-0.1849216309
2.86,52.77,-0.1849317169
2.86,52.78,-0.1849411011
2.87,52.8,-0.1849511414
2.87,52.82,-0.1849615021
2.87,52.83,-0.1849718170
2.87,52.85,-0.1849839478
2.87,52.87,-0.1849953766
2.88,52.88,-0.1850065613
2.88,52.9,-0.1850167236
2.88,52.92,-0.1850276489
2.88,52.93,-0.1850383911
2.88,52.95,-0.1850481567
2.88,52.97,-0.1850578918
2.89,52.98,-0.1850691986
2.89,53,-0.1850807037
2.89,53.02,-0.1850913086
2.89,53.03,-0.1851030273
2.89,53.05,-0.1851145172
2.89,53.07,-0.1851266022
2.89,53.08,-0.1851390686
2.9,53.1,-0.1851514893
2.9,53.12,-0.1851634521
