Temperaturee (°C),Heat flow (W/g)
6.15,85.67,-0.155069565
6.15,85.69,-0.155081268
6.16,85.7,-0.155093247
6.16,85.72,-0.155104767
6.16,85.74,-0.155115326
6.16,85.75,-0.155126022
6.16,85.77,-0.155136307
6.16,85.79,-0.155145752
6.17,85.8,-0.15515509
6.17,85.82,-0.155164841
6.17,85.84,-0.155174255
6.17,85.85,-0.155184525
6.17,85.87,-0.155195068
6.18,85.89,-0.155205017
6.18,85.9,-0.155213593
6.18,85.92,-0.155221893
6.18,85.94,-0.155230362
6.18,85.95,-0.155238937
6.18,85.97,-0.15524791
6.19,85.99,-0.155256561
6.19,86,-0.155265869
6.19,86.02,-0.155275848
6.19,86.04,-0.155285233
6.19,86.05,-0.155295853
6.19,86.07,-0.155305435
6.2,86.09,-0.155314774
6.2,86.1,-0.15532489
6.2,86.12,-0.155334839
6.2,86.14,-0.155344208
6.2,86.15,-0.155353821
6.2,86.17,-0.155363464
6.2,86.19,-0.155373215
6.21,86.2,-0.155383682
6.21,86.22,-0.155393723
6.21,86.24,-0.155403244
6.21,86.25,-0.155413117
6.21,86.27,-0.155423264
6.21,86.29,-0.155433029
6.22,86.3,-0.155442917
6.22,86.32,-0.155451645
6.22,86.34,-0.15546077
6.22,86.35,-0.15547052
6.22,86.37,-0.155481308
6.23,86.39,-0.155491791
6.23,86.4,-0.155502533
6.23,86.42,-0.155513107
6.23,86.44,-0.155523911
6.23,86.45,-0.155534363
6.23,86.47,-0.155543686
6.24,86.49,-0.155552933
6.24,86.5,-0.155560898
6.24,86.52,-0.155568649
6.24,86.54,-0.155576767
6.24,86.55,-0.155585388
6.24,86.57,-0.155594254
6.25,86.59,-0.155602799
6.25,86.6,-0.155611496
6.25,86.62,-0.155620422
6.25,86.64,-0.155631134
6.25,86.65,-0.155641785
6.25,86.67,-0.155652359
6.25,86.69,-0.15566243
6.26,86.7,-0.155671677
6.26,86.72,-0.155680924
6.26,86.74,-0.155690628
6.26,86.75,-0.155699875
6.26,86.77,-0.155708313
6.26,86.79,-0.155716583
6.27,86.8,-0.155724899
6.27,86.82,-0.155733933
6.27,86.84,-0.15574501
6.27,86.85,-0.155755158
6.27,86.87,-0.155765488
6.28,86.89,-0.155773911
6.28,86.9,-0.155783203
6.28,86.92,-0.155793335
6.28,86.94,-0.155803467
6.28,86.95,-0.155814087
6.28,86.97,-0.155824692
6.29,86.99,-0.155834305
6.29,87,-0.155843384
6.29,87.02,-0.155853592
6.29,87.04,-0.15586438
6.29,87.05,-0.155875336
6.29,87.07,-0.155884613
6.3,87.09,-0.155893646
6.3,87.1,-0.15590303
6.3,87.12,-0.155911987
6.3,87.14,-0.155921265
6.3,87.15,-0.155930954
6.3,87.17,-0.155939636
6.3,87.19,-0.155947601
6.31,87.2,-0.155956146
6.31,87.22,-0.155965134
6.31,87.24,-0.155973816
6.31,87.25,-0.155981415
6.31,87.27,-0.155989151
6.31,87.29,-0.155998245
6.32,87.3,-0.156008011
6.32,87.32,-0.156018677
6.32,87.34,-0.156029282
6.32,87.35,-0.156041016
6.32,87.37,-0.156051575
6.33,87.39,-0.156061981
6.33,87.4,-0.15607225
6.33,87.42,-0.156082748
6.33,87.44,-0.156092194
6.33,87.45,-0.156101074
6.33,87.47,-0.156109604
6.34,87.49,-0.156118607
6.34,87.5,-0.15612674
6.34,87.52,-0.156135468
6.34,87.54,-0.15614389
6.34,87.55,-0.156152039
6.34,87.57,-0.156160416
6.35,87.59,-0.156168854
6.35,87.6,-0.156178894
6.35,87.62,-0.156189499
6.35,87.64,-0.15620108
6.35,87.65,-0.156212311
6.35,87.67,-0.156224136
6.35,87.69,-0.156236023
6.36,87.7,-0.156247086
6.36,87.72,-0.156257874
6.36,87.74,-0.156267624
6.36,87.75,-0.156276367
6.36,87.77,-0.156284927
6.36,87.79,-0.156293533
6.37,87.8,-0.1563022
6.37,87.82,-0.156310623
6.37,87.84,-0.156319809
6.37,87.85,-0.156327744
6.37,87.87,-0.156337219
6.38,87.89,-0.156347809
6.38,87.9,-0.156359665
6.38,87.92,-0.156371033
6.38,87.94,-0.156381958
6.38,87.95,-0.156392517
6.38,87.97,-0.156402161
6.39,87.99,-0.156411591
6.39,88,-0.156419663
6.39,88.02,-0.156428223
6.39,88.04,-0.156436325
6.39,88.05,-0.156445114
6.39,88.07,-0.156453354
6.4,88.09,-0.156461884
6.4,88.1,-0.156471298
6.4,88.12,-0.156481079
6.4,88.14,-0.156492218
6.4,88.15,-0.156504089
6.4,88.17,-0.156516312
6.4,88.19,-0.156528549
6.41,88.2,-0.156540009
6.41,88.22,-0.15655127
6.41,88.24,-0.156562363
6.41,88.25,-0.156572678
6.41,88.27,-0.15658194
6.41,88.29,-0.15659082
6.42,88.3,-0.156599335
6.42,88.32,-0.156608292
6.42,88.34,-0.156616943
6.42,88.35,-0.156627152
6.42,88.37,-0.156637466
6.43,88.39,-0.15664917
6.43,88.4,-0.156660812
6.43,88.42,-0.156672638
6.43,88.44,-0.156685303
6.43,88.45,-0.156697952
6.43,88.47,-0.156709671
6.44,88.49,-0.156720261
6.44,88.5,-0.156730118
6.44,88.52,-0.15673999
6.44,88.54,-0.156750671
6.44,88.56,-0.156761429
6.44,88.57,-0.156772369
6.45,88.59,-0.156783417
6.45,88.6,-0.156794861
6.45,88.62,-0.156806931
6.45,88.64,-0.156818802
6.45,88.65,-0.156830826
6.45,88.67,-0.156842743
6.45,88.69,-0.156853867
6.46,88.7,-0.156865051
6.46,88.72,-0.156877182
6.46,88.74,-0.156889206
6.46,88.75,-0.156899643
6.46,88.77,-0.156910614
6.46,88.79,-0.156920822
6.47,88.8,-0.156930466
6.47,88.82,-0.156939194
6.47,88.84,-0.156948853
6.47,88.85,-0.156958527
6.47,88.87,-0.156968918
6.48,88.89,-0.156979996
6.48,88.9,-0.156991119
6.48,88.92,-0.157002716
6.48,88.94,-0.157013062
6.48,88.95,-0.157024384
6.48,88.97,-0.157035263
6.49,88.99,-0.1570457
6.49,89,-0.157057007
6.49,89.02,-0.157068359
6.49,89.04,-0.157079422
6.49,89.05,-0.157091553
6.49,89.07,-0.157103821
6.5,89.09,-0.157116028
6.5,89.1,-0.15712767
6.5,89.12,-0.157138046
6.5,89.14,-0.157148651
6.5,89.15,-0.157159515
6.5,89.17,-0.157170395
6.5,89.19,-0.157181397
6.51,89.2,-0.157191299
6.51,89.22,-0.157200577
6.51,89.24,-0.157209671
6.51,89.25,-0.15721904
6.51,89.27,-0.157229096
6.51,89.29,-0.157239716
6.52,89.3,-0.157250946
6.52,89.32,-0.157262726
6.52,89.34,-0.157274643
6.52,89.35,-0.157285431
6.52,89.37,-0.157296509
6.53,89.39,-0.157306488
6.53,89.41,-0.157315979
6.53,89.42,-0.157325195
6.53,89.44,-0.157333939
6.53,89.45,-0.157343445
6.53,89.47,-0.157352936
6.54,89.49,-0.15736351
6.54,89.5,-0.157373581
6.54,89.52,-0.157384338
6.54,89.54,-0.157395142
6.54,89.55,-0.157405975
6.54,89.57,-0.157415817
6.55,89.59,-0.157426346
6.55,89.6,-0.157436356
6.55,89.62,-0.15744722
6.55,89.64,-0.15745752
6.55,89.65,-0.157469223
6.55,89.67,-0.157479935
6.55,89.69,-0.157491486
6.56,89.7,-0.157503372
6.56,89.72,-0.15751561
6.56,89.74,-0.157528656
6.56,89.76,-0.157540009
6.56,89.77,-0.157551865
6.56,89.79,-0.157563309
6.57,89.8,-0.157575226
6.57,89.82,-0.157586502
6.57,89.84,-0.157598221
6.57,89.85,-0.157608566
6.57,89.87,-0.157619904
6.58,89.89,-0.157630707
6.58,89.91,-0.157641525
6.58,89.92,-0.157653015
6.58,89.94,-0.157664429
6.58,89.95,-0.157676331
6.58,89.97,-0.157688324
6.59,89.99,-0.157700195
6.59,90,-0.157711334
6.59,90.02,-0.157720902
6.59,90.04,-0.157730164
6.59,90.05,-0.157739792
6.59,90.07,-0.157750122
6.6,90.09,-0.157761932
6.6,90.1,-0.157773285
6.6,90.12,-0.157785446
6.6,90.14,-0.157797501
6.6,90.15,-0.157809799
6.6,90.17,-0.157822235
6.6,90.19,-0.157835053
6.61,90.2,-0.157848572
6.61,90.22,-0.157861694
6.61,90.24,-0.157874268
6.61,90.25,-0.157886246
6.61,90.27,-0.157898911
6.61,90.29,-0.157911255
6.62,90.31,-0.157922714
6.62,90.32,-0.157933838
6.62,90.34,-0.157943893
6.62,90.35,-0.157953186
6.62,90.37,-0.15796199
6.63,90.39,-0.157971832
6.63,90.4,-0.157982132
6.63,90.42,-0.157991806
6.63,90.44,-0.158002625
6.63,90.46,-0.15801329
6.63,90.47,-0.158024429
6.64,90.49,-0.158036194
6.64,90.5,-0.158047684
6.64,90.52,-0.158059296
6.64,90.54,-0.158070541
6.64,90.55,-0.158080948
6.64,90.57,-0.158092545
6.65,90.59,-0.158103867
6.65,90.6,-0.158115143
6.65,90.62,-0.158126022
6.65,90.64,-0.158136978
6.65,90.65,-0.158149353
6.65,90.67,-0.158160629
6.65,90.69,-0.158172134
6.66,90.71,-0.158183502
6.66,90.72,-0.158195847
6.66,90.74,-0.158207748
6.66,90.75,-0.158220367
6.66,90.77,-0.158232864
6.66,90.79,-0.158245483
6.67,90.81,-0.158257263
6.67,90.82,-0.158267731
6.67,90.84,-0.158278015
6.67,90.86,-0.158288498
6.67,90.87,-0.158298813
6.68,90.89,-0.158309311
6.68,90.9,-0.158318909
6.68,90.92,-0.15832843
6.68,90.94,-0.158338821
6.68,90.95,-0.158350006
6.68,90.97,-0.158361084
6.69,90.99,-0.158372147
6.69,91,-0.158384644
6.69,91.02,-0.158397324
6.69,91.04,-0.158409668
6.69,91.05,-0.158421555
6.69,91.07,-0.158432785
6.7,91.09,-0.158443481
6.7,91.1,-0.158453674
6.7,91.12,-0.158462479
6.7,91.14,-0.158471146
6.7,91.15,-0.158481186
6.7,91.17,-0.158491715
6.7,91.19,-0.15850325
6.71,91.2,-0.158515472
6.71,91.22,-0.158528366
6.71,91.24,-0.158540115
6.71,91.25,-0.158551392
6.71,91.27,-0.158561768
6.71,91.29,-0.158570953
6.72,91.3,-0.158579254
6.72,91.32,-0.158587189
6.72,91.34,-0.158595779
6.72,91.35,-0.158604233
6.72,91.37,-0.158612595
6.73,91.39,-0.158620575
6.73,91.4,-0.158629303
6.73,91.42,-0.158637512
6.73,91.44,-0.158645737
6.73,91.45,-0.158654007
6.73,91.47,-0.158663879
6.74,91.49,-0.158672623
6.74,91.5,-0.158681397
6.74,91.52,-0.158690002
6.74,91.54,-0.158698181
6.74,91.55,-0.158704758
6.74,91.57,-0.158710342
6.75,91.59,-0.158717682
6.75,91.6,-0.158725769
6.75,91.62,-0.158735153
6.75,91.64,-0.158743851
6.75,91.65,-0.158754944
6.75,91.67,-0.158766174
6.75,91.69,-0.158777268
6.76,91.7,-0.15878923
6.76,91.72,-0.158799423
6.76,91.74,-0.158808426
6.76,91.75,-0.158815979
6.76,91.77,-0.158824127
6.76,91.79,-0.158831299
6.77,91.8,-0.158839508
6.77,91.82,-0.158847443
6.77,91.84,-0.158856979
6.77,91.85,-0.158866303
6.77,91.87,-0.15887674
6.78,91.89,-0.15888678
6.78,91.9,-0.158897354
6.78,91.92,-0.158907059
6.78,91.94,-0.158917603
6.78,91.96,-0.158928223
6.78,91.97,-0.158939682
6.79,91.99,-0.158950806
6.79,92,-0.158962082
6.79,92.02,-0.158973251
6.79,92.04,-0.15898381
6.79,92.06,-0.158994278
6.79,92.07,-0.159004562
6.8,92.09,-0.159014542
6.8,92.1,-0.15902388
6.8,92.12,-0.159033035
6.8,92.14,-0.159043076
6.8,92.15,-0.15905333
6.8,92.17,-0.159064529
6.8,92.19,-0.159076141
6.81,92.21,-0.159087158
6.81,92.22,-0.159099136
6.81,92.24,-0.159110733
6.81,92.26,-0.159123413
6.81,92.27,-0.159135696
6.81,92.29,-0.159148132
6.82,92.3,-0.159160843
6.82,92.32,-0.159173096
6.82,92.34,-0.159184723
6.82,92.35,-0.1591978
6.82,92.37,-0.159208695
6.83,92.39,-0.15921907
6.83,92.4,-0.159229767
6.83,92.42,-0.159240418
6.83,92.44,-0.159250305
6.83,92.45,-0.159260773
6.83,92.47,-0.159273041
6.84,92.49,-0.159286224
6.84,92.51,-0.159300018
6.84,92.52,-0.159312241
6.84,92.54,-0.159324936
6.84,92.55,-0.159336289
6.84,92.57,-0.159347595
6.85,92.59,-0.159358902
6.85,92.61,-0.159368118
6.85,92.62,-0.159376511
6.85,92.64,-0.15938385
6.85,92.65,-0.159391968
6.85,92.67,-0.159401535
6.85,92.69,-0.159411652
6.86,92.7,-0.159421692
6.86,92.72,-0.159431488
6.86,92.74,-0.159441742
6.86,92.75,-0.159452896
6.86,92.77,-0.159463944
6.86,92.79,-0.15947406
6.87,92.81,-0.159484467
6.87,92.82,-0.159494736
6.87,92.84,-0.159505737
6.87,92.86,-0.159516846
6.87,92.87,-0.159528687
6.88,92.89,-0.159540466
6.88,92.91,-0.159551682
6.88,92.92,-0.159562668
6.88,92.94,-0.159573074
6.88,92.95,-0.159582825
6.88,92.97,-0.159591522
6.89,92.99,-0.159601852
6.89,93.01,-0.159611877
6.89,93.02,-0.159621674
6.89,93.04,-0.159633041
6.89,93.05,-0.15964621
6.89,93.07,-0.159660049
6.9,93.09,-0.159673462
6.9,93.11,-0.15968663
6.9,93.12,-0.159699066
6.9,93.14,-0.159711121
6.9,93.16,-0.159722488
6.9,93.17,-0.159734558
6.9,93.19,-0.159746216
6.91,93.21,-0.159757584
6.91,93.22,-0.15976828
6.91,93.24,-0.159779816
6.91,93.26,-0.159792419
6.91,93.27,-0.159804276
6.91,93.29,-0.159816711
6.92,93.31,-0.159828812
6.92,93.32,-0.159840271
6.92,93.34,-0.159851349
6.92,93.36,-0.159862686
6.92,93.37,-0.15987442
6.93,93.39,-0.159886261
6.93,93.41,-0.159898163
6.93,93.42,-0.159910385
6.93,93.44,-0.159923859
6.93,93.46,-0.159937485
6.93,93.47,-0.159950821
6.94,93.49,-0.159964203
6.94,93.5,-0.159977127
6.94,93.52,-0.159989151
6.94,93.54,-0.160000488
6.94,93.55,-0.160011963
6.94,93.57,-0.160024185
6.95,93.59,-0.16003595
6.95,93.61,-0.160049347
6.95,93.62,-0.160063385
6.95,93.64,-0.160077942
6.95,93.66,-0.160090988
6.95,93.67,-0.160104019
6.95,93.69,-0.160116684
6.96,93.7,-0.160128861
6.96,93.72,-0.160140122
6.96,93.74,-0.160151856
6.96,93.75,-0.160163254
6.96,93.77,-0.160174759
6.96,93.79,-0.160187927
6.97,93.8,-0.160202133
6.97,93.82,-0.160216415
6.97,93.84,-0.160230804
6.97,93.86,-0.160245407
6.97,93.87,-0.160259308
6.98,93.89,-0.160271973
6.98,93.91,-0.160285599
6.98,93.92,-0.160298035
6.98,93.94,-0.160309067
6.98,93.96,-0.160319809
6.98,93.97,-0.160332199
6.99,93.99,-0.16034465
6.99,94,-0.160357071
6.99,94.02,-0.160368713
6.99,94.04,-0.1603797
6.99,94.06,-0.160390595
6.99,94.07,-0.160401077
7,94.09,-0.160412293
7,94.11,-0.160422531
7,94.12,-0.160433044
7,94.14,-0.160444122
7,94.15,-0.160456009
7,94.17,-0.160468552
7,94.19,-0.16048291
7.01,94.21,-0.160498001
7.01,94.22,-0.160512192
7.01,94.24,-0.160525742
7.01,94.25,-0.160538773
7.01,94.27,-0.160551605
7.01,94.29,-0.160564117
7.02,94.3,-0.160576401
7.02,94.32,-0.16058876
7.02,94.34,-0.160600967
7.02,94.35,-0.160613312
7.02,94.37,-0.160625504
7.03,94.39,-0.160638077
7.03,94.4,-0.160650574
7.03,94.42,-0.160664047
7.03,94.44,-0.16067775
7.03,94.45,-0.160691299
7.03,94.47,-0.160705185
7.04,94.49,-0.160718308
7.04,94.51,-0.16073082
7.04,94.52,-0.160743652
7.04,94.54,-0.16075679
7.04,94.56,-0.160769852
7.04,94.57,-0.160783279
7.05,94.59,-0.160797257
7.05,94.6,-0.160811295
7.05,94.62,-0.160825638
7.05,94.64,-0.160838913
7.05,94.66,-0.160852356
7.05,94.67,-0.160865387
7.05,94.69,-0.160877838
7.06,94.7,-0.160890945
7.06,94.72,-0.160903549
7.06,94.74,-0.16091658
7.06,94.75,-0.160928818
7.06,94.77,-0.160940094
7.06,94.79,-0.160951752
7.07,94.81,-0.160963196
7.07,94.82,-0.160973984
7.07,94.84,-0.160984757
7.07,94.86,-0.16099498
7.07,94.87,-0.161005905
7.08,94.89,-0.161016846
7.08,94.9,-0.16102861
7.08,94.92,-0.161040909
7.08,94.94,-0.161052918
7.08,94.95,-0.161064575
7.08,94.97,-0.16107663
7.09,94.99,-0.161089203
7.09,95,-0.1611017
7.09,95.02,-0.161115662
7.09,95.04,-0.161130234
7.09,95.06,-0.161144653
7.09,95.07,-0.16115918
7.1,95.09,-0.161174667
7.1,95.1,-0.161189255
7.1,95.12,-0.161203461
7.1,95.14,-0.161216599
7.1,95.16,-0.161228592
7.1,95.17,-0.161240067
7.1,95.19,-0.161251602
7.11,95.2,-0.161264053
7.11,95.22,-0.161276077
7.11,95.24,-0.161289032
7.11,95.25,-0.1613022
7.11,95.27,-0.161315765
7.11,95.29,-0.16132898
7.12,95.3,-0.161342285
7.12,95.32,-0.161355209
7.12,95.34,-0.161367813
7.12,95.35,-0.161381104
7.12,95.37,-0.161394104
7.13,95.39,-0.161408417
7.13,95.4,-0.161423172
7.13,95.42,-0.16143782
7.13,95.44,-0.161452866
7.13,95.46,-0.16146872
7.13,95.47,-0.161484238
7.14,95.49,-0.161499344
7.14,95.51,-0.161513596
7.14,95.52,-0.161527802
7.14,95.54,-0.161541885
7.14,95.55,-0.161555771
7.14,95.57,-0.161570297
7.15,95.59,-0.161585922
7.15,95.6,-0.1616017
7.15,95.62,-0.161617264
7.15,95.64,-0.161633011
7.15,95.65,-0.16164946
7.15,95.67,-0.161664154
7.15,95.69,-0.161676819
7.16,95.7,-0.161689591
7.16,95.72,-0.161701279
7.16,95.74,-0.16171344
7.16,95.75,-0.161726395
7.16,95.77,-0.161741318
7.16,95.79,-0.161755875
7.17,95.8,-0.161769959
7.17,95.82,-0.161784897
7.17,95.84,-0.161800598
7.17,95.85,-0.161816071
7.17,95.87,-0.161831299
7.18,95.89,-0.161846649
7.18,95.91,-0.161860748
7.18,95.92,-0.161874039
7.18,95.94,-0.161887466
7.18,95.95,-0.161901199
7.18,95.97,-0.161913986
7.19,95.99,-0.161926148
7.19,96.01,-0.161938873
7.19,96.02,-0.161952072
7.19,96.04,-0.161965866
7.19,96.05,-0.161980164
7.19,96.07,-0.161995148
7.2,96.09,-0.162009796
7.2,96.1,-0.162023651
7.2,96.12,-0.162036636
7.2,96.14,-0.162049515
7.2,96.15,-0.162062561
7.2,96.17,-0.162074387
7.2,96.19,-0.162085709
7.21,96.2,-0.162096664
7.21,96.22,-0.16210907
7.21,96.24,-0.162121567
7.21,96.26,-0.16213559
7.21,96.27,-0.162151001
7.21,96.29,-0.162166443
7.22,96.3,-0.162181076
7.22,96.32,-0.162194672
7.22,96.34,-0.162208588
7.22,96.35,-0.162222641
7.22,96.37,-0.162235611
7.23,96.39,-0.162248779
7.23,96.41,-0.162262528
7.23,96.42,-0.162276672
7.23,96.44,-0.162291763
7.23,96.45,-0.162306625
7.23,96.47,-0.162321549
7.24,96.49,-0.162335098
7.24,96.5,-0.162348007
7.24,96.52,-0.162360397
7.24,96.54,-0.162372131
7.24,96.55,-0.16238411
7.24,96.57,-0.162395538
7.25,96.59,-0.162408356
7.25,96.6,-0.162421021
7.25,96.62,-0.16243306
7.25,96.64,-0.162446289
7.25,96.65,-0.162460541
7.25,96.67,-0.16247464
7.25,96.69,-0.162488449
7.26,96.7,-0.16250238
7.26,96.72,-0.162516464
7.26,96.74,-0.162530884
7.26,96.75,-0.162544617
7.26,96.77,-0.162557648
7.26,96.79,-0.162569458
7.27,96.8,-0.16258078
7.27,96.82,-0.162593231
7.27,96.84,-0.162606125
7.27,96.85,-0.162619186
7.27,96.87,-0.162631973
7.28,96.89,-0.162644867
7.28,96.9,-0.162658035
7.28,96.92,-0.16267099
7.28,96.94,-0.162685608
7.28,96.95,-0.162700897
7.28,96.97,-0.162716339
7.29,96.99,-0.162730698
7.29,97.01,-0.162745041
7.29,97.02,-0.162759872
7.29,97.04,-0.162773834
7.29,97.06,-0.162786316
7.29,97.07,-0.16279892
7.3,97.09,-0.16281134
7.3,97.11,-0.162823761
7.3,97.12,-0.162836411
7.3,97.14,-0.162850403
7.3,97.16,-0.162864395
7.3,97.17,-0.162878006
7.3,97.19,-0.162892441
7.31,97.2,-0.162906784
7.31,97.22,-0.16292038
7.31,97.24,-0.162933762
7.31,97.26,-0.162946121
7.31,97.27,-0.162959885
7.31,97.29,-0.162973892
7.32,97.31,-0.16298822
7.32,97.32,-0.163003037
7.32,97.34,-0.163017593
7.32,97.36,-0.16303244
7.32,97.37,-0.163046997
7.33,97.39,-0.163060593
7.33,97.41,-0.163072922
7.33,97.42,-0.163085709
7.33,97.44,-0.163098068
7.33,97.46,-0.163111191
7.33,97.47,-0.163125458
7.34,97.49,-0.163140442
7.34,97.51,-0.163155869
7.34,97.52,-0.163171219
7.34,97.54,-0.163186737
7.34,97.56,-0.163202805
7.34,97.57,-0.163219177
7.35,97.59,-0.163234131
7.35,97.61,-0.16324971
7.35,97.62,-0.163265442
7.35,97.64,-0.163280594
7.35,97.66,-0.163296173
7.35,97.67,-0.163310654
7.35,97.69,-0.163325195
7.36,97.71,-0.163340378
7.36,97.72,-0.163354736
7.36,97.74,-0.163369003
7.36,97.76,-0.16338353
7.36,97.77,-0.16339743
7.36,97.79,-0.163410934
7.37,97.8,-0.163424377
7.37,97.82,-0.163438675
7.37,97.84,-0.163453262
7.37,97.86,-0.163468185
7.37,97.87,-0.16348233
7.38,97.89,-0.163496338
7.38,97.91,-0.163510666
7.38,97.92,-0.16352504
7.38,97.94,-0.163539017
7.38,97.96,-0.163551819
7.38,97.97,-0.163565048
7.39,97.99,-0.163579224
7.39,98.01,-0.163594055
7.39,98.02,-0.163609345
7.39,98.04,-0.163625748
7.39,98.06,-0.163641739
7.39,98.07,-0.163658035
7.4,98.09,-0.163674576
7.4,98.11,-0.163691162
7.4,98.12,-0.163707108
7.4,98.14,-0.163722595
7.4,98.16,-0.163737747
7.4,98.17,-0.163752136
7.4,98.19,-0.16376593
7.41,98.21,-0.163779358
7.41,98.22,-0.163793152
7.41,98.24,-0.163807327
7.41,98.26,-0.163822189
7.41,98.27,-0.163836472
7.41,98.29,-0.163849762
7.42,98.31,-0.163864121
7.42,98.32,-0.163879273
7.42,98.34,-0.163895187
7.42,98.36,-0.163910828
7.42,98.37,-0.163926239
7.43,98.39,-0.163941284
7.43,98.41,-0.163956421
7.43,98.42,-0.163972305
7.43,98.44,-0.163988342
7.43,98.46,-0.16400351
7.43,98.47,-0.164018494
7.44,98.49,-0.164033585
7.44,98.51,-0.164049088
7.44,98.52,-0.164065476
7.44,98.54,-0.164081116
7.44,98.56,-0.164097763
7.44,98.57,-0.164113174
7.45,98.59,-0.164127655
7.45,98.61,-0.164142685
7.45,98.62,-0.164157837
7.45,98.64,-0.164172318
7.45,98.66,-0.164186569
7.45,98.67,-0.164201431
7.45,98.69,-0.164216431
7.46,98.71,-0.164232147
7.46,98.72,-0.164249298
7.46,98.74,-0.164266357
7.46,98.76,-0.164282196
7.46,98.77,-0.164298554
7.46,98.79,-0.16431488
7.47,98.81,-0.164331101
7.47,98.82,-0.164347565
7.47,98.84,-0.164364471
7.47,98.86,-0.164380798
7.47,98.87,-0.164396713
7.48,98.89,-0.164413071
7.48,98.91,-0.164429337
7.48,98.92,-0.164445831
7.48,98.94,-0.164461563
7.48,98.96,-0.164477676
7.48,98.97,-0.164493179
7.49,98.99,-0.164509094
7.49,99.01,-0.164525085
7.49,99.02,-0.164541031
7.49,99.04,-0.164556976
7.49,99.06,-0.164572388
7.49,99.07,-0.16458757
7.5,99.09,-0.164601914
7.5,99.11,-0.164616669
7.5,99.12,-0.164632156
7.5,99.14,-0.164647888
7.5,99.16,-0.164664154
7.5,99.17,-0.164681305
7.5,99.19,-0.164698502
7.51,99.21,-0.164716095
7.51,99.22,-0.164733536
7.51,99.24,-0.164750382
7.51,99.26,-0.164767227
7.51,99.27,-0.164784088
7.51,99.29,-0.16480101
7.52,99.31,-0.164817596
7.52,99.32,-0.164833725
7.52,99.34,-0.164849533
7.52,99.36,-0.164865341
7.52,99.37,-0.164881851
7.53,99.39,-0.16489949
7.53,99.41,-0.164916504
7.53,99.42,-0.16493277
7.53,99.44,-0.164947876
7.53,99.46,-0.164963623
7.53,99.47,-0.164979248
7.54,99.49,-0.164995071
7.54,99.51,-0.165012131
7.54,99.52,-0.165029083
7.54,99.54,-0.165047379
7.54,99.56,-0.165066483
7.54,99.57,-0.165084915
7.55,99.59,-0.165103439
7.55,99.61,-0.165121262
7.55,99.62,-0.165138107
7.55,99.64,-0.16515419
7.55,99.66,-0.165169388
7.55,99.67,-0.165184525
7.55,99.69,-0.165199844
7.56,99.71,-0.165215317
7.56,99.72,-0.165231903
7.56,99.74,-0.16524791
7.56,99.76,-0.16526387
7.56,99.77,-0.165280075
7.56,99.79,-0.165296982
7.57,99.81,-0.165314331
7.57,99.82,-0.165331238
7.57,99.84,-0.165347504
7.57,99.86,-0.165363968
7.57,99.87,-0.16538002
7.58,99.89,-0.165395279
7.58,99.91,-0.165410446
7.58,99.92,-0.165425583
7.58,99.94,-0.165441437
7.58,99.96,-0.165457718
7.58,99.97,-0.165474213
7.59,99.99,-0.16549057
7.59,100.01,-0.165506455
7.59,100.02,-0.165522339
7.59,100.04,-0.165538773
7.59,100.06,-0.165555634
7.59,100.07,-0.165573517
7.6,100.09,-0.165591675
7.6,100.11,-0.165609909
7.6,100.12,-0.165628815
7.6,100.14,-0.165647049
7.6,100.16,-0.165664658
7.6,100.17,-0.165681686
7.6,100.19,-0.165698807
7.61,100.21,-0.165715591
7.61,100.22,-0.165733063
7.61,100.24,-0.165751785
7.61,100.26,-0.165770798
7.61,100.27,-0.165789856
7.61,100.29,-0.165808868
7.62,100.31,-0.165827744
7.62,100.32,-0.165845718
7.62,100.34,-0.165864029
7.62,100.36,-0.165882416
7.62,100.37,-0.165901108
7.63,100.39,-0.165918778
7.63,100.41,-0.16593602
7.63,100.42,-0.165953033
7.63,100.44,-0.165970093
7.63,100.46,-0.165986588
7.63,100.47,-0.166002731
7.64,100.49,-0.166018097
7.64,100.51,-0.166034363
7.64,100.52,-0.166050263
7.64,100.54,-0.166067001
7.64,100.56,-0.166084961
7.64,100.57,-0.166102844
